ImagePath,ValidationValue,camera
2017_SBU4_01310410,0,SBU4
2017_SBU4_01310411,0,SBU4
2017_SBU4_02010473,1,SBU4
2017_SBU4_02010474,2,SBU4
2017_SBU4_02010475,0,SBU4
2017_SBU4_02010476,1,SBU4
2017_SBU4_02010477,0,SBU4
2017_SBU4_02010478,0,SBU4
2017_SBU4_02010479,0,SBU4
2017_SBU4_02010480,0,SBU4
2017_SBU4_02010481,0,SBU4
2017_SBU4_02010482,0,SBU4
2017_SBU4_02010483,0,SBU4
2017_SBU4_02010484,0,SBU4
2017_SBU4_02010485,0,SBU4
2017_SBU4_02010486,0,SBU4
2017_SBU4_02010487,0,SBU4
2017_SBU4_02010488,0,SBU4
2017_SBU4_02010489,0,SBU4
2017_SBU4_02010490,0,SBU4
2017_SBU4_02010491,0,SBU4
2017_SBU4_02010492,0,SBU4
2017_SBU4_02010493,0,SBU4
2017_SBU4_02010494,0,SBU4
2017_SBU4_02010495,0,SBU4
2017_SBU4_02010496,0,SBU4
2017_SBU4_02010497,0,SBU4
2017_SBU4_02010498,0,SBU4
2017_SBU4_02010499,0,SBU4
2017_SBU4_02010500,0,SBU4
2017_SBU4_02010501,0,SBU4
2017_SBU4_02010502,0,SBU4
2017_SBU4_02010503,3,SBU4
2017_SBU4_02010504,0,SBU4
2017_SBU4_02010505,0,SBU4
2017_SBU4_02010506,0,SBU4
2017_SBU4_02010507,0,SBU4
2017_SBU4_02010508,0,SBU4
2017_SBU4_02010509,0,SBU4
2017_SBU4_02010510,0,SBU4
2017_SBU4_02010511,0,SBU4
2017_SBU4_02010512,1,SBU4
2017_SBU4_02010513,0,SBU4
2017_SBU4_02020571,1,SBU4
2017_SBU4_02020572,1,SBU4
2017_SBU4_02020573,2,SBU4
2017_SBU4_02020574,1,SBU4
2017_SBU4_02020575,1,SBU4
2017_SBU4_02020576,1,SBU4
2017_SBU4_02020577,1,SBU4
2017_SBU4_02020578,0,SBU4
2017_SBU4_02020579,0,SBU4
2017_SBU4_02020580,3,SBU4
2017_SBU4_02020581,0,SBU4
2017_SBU4_02020582,0,SBU4
2017_SBU4_02020583,0,SBU4
2017_SBU4_02020584,0,SBU4
2017_SBU4_02020585,0,SBU4
2017_SBU4_02020586,0,SBU4
2017_SBU4_02020587,0,SBU4
2017_SBU4_02020588,0,SBU4
2017_SBU4_02020589,0,SBU4
2017_SBU4_02020590,0,SBU4
2017_SBU4_02020591,0,SBU4
2017_SBU4_02020592,0,SBU4
2017_SBU4_02020593,0,SBU4
2017_SBU4_02020594,0,SBU4
2017_SBU4_02020595,3,SBU4
2017_SBU4_02020596,3,SBU4
2017_SBU4_02020597,0,SBU4
2017_SBU4_02020598,0,SBU4
2017_SBU4_02020599,0,SBU4
2017_SBU4_02020600,0,SBU4
2017_SBU4_02020601,0,SBU4
2017_SBU4_02020602,0,SBU4
2017_SBU4_02020603,0,SBU4
2017_SBU4_02020604,0,SBU4
2017_SBU4_02020605,0,SBU4
2017_SBU4_02020606,0,SBU4
2017_SBU4_02020607,0,SBU4
2017_SBU4_02020608,0,SBU4
2017_SBU4_02020609,3,SBU4
2017_SBU4_02020610,3,SBU4
2017_SBU4_02020611,0,SBU4
2017_SBU4_02020612,0,SBU4
2017_SBU4_02020613,3,SBU4
2017_SBU4_02020614,0,SBU4
2017_SBU4_02020615,0,SBU4
2017_SBU4_02030677,0,SBU4
2017_SBU4_02030678,0,SBU4
2017_SBU4_02030679,0,SBU4
2017_SBU4_02030680,0,SBU4
2017_SBU4_02030681,0,SBU4
2017_SBU4_02030682,0,SBU4
2017_SBU4_02030683,0,SBU4
2017_SBU4_02030684,0,SBU4
2017_SBU4_02030685,0,SBU4
2017_SBU4_02030686,0,SBU4
2017_SBU4_02030687,0,SBU4
2017_SBU4_02030688,0,SBU4
2017_SBU4_02030689,0,SBU4
2017_SBU4_02030690,0,SBU4
2017_SBU4_02030691,0,SBU4
2017_SBU4_02030692,0,SBU4
2017_SBU4_02030693,0,SBU4
2017_SBU4_02030694,0,SBU4
2017_SBU4_02030695,0,SBU4
2017_SBU4_02030696,0,SBU4
2017_SBU4_02030697,0,SBU4
2017_SBU4_02030698,0,SBU4
2017_SBU4_02030699,0,SBU4
2017_SBU4_02030700,0,SBU4
2017_SBU4_02030701,3,SBU4
2017_SBU4_02030702,0,SBU4
2017_SBU4_02030703,0,SBU4
2017_SBU4_02030704,0,SBU4
2017_SBU4_02030705,0,SBU4
2017_SBU4_02030706,0,SBU4
2017_SBU4_02030707,0,SBU4
2017_SBU4_02030708,0,SBU4
2017_SBU4_02030709,0,SBU4
2017_SBU4_02030710,0,SBU4
2017_SBU4_02030711,0,SBU4
2017_SBU4_02030712,0,SBU4
2017_SBU4_02030713,0,SBU4
2017_SBU4_02040772,0,SBU4
2017_SBU4_02040773,1,SBU4
2017_SBU4_02040774,1,SBU4
2017_SBU4_02040775,1,SBU4
2017_SBU4_02040776,1,SBU4
2017_SBU4_02040777,2,SBU4
2017_SBU4_02040778,1,SBU4
2017_SBU4_02040779,0,SBU4
2017_SBU4_02040780,0,SBU4
2017_SBU4_02040781,0,SBU4
2017_SBU4_02040782,0,SBU4
2017_SBU4_02040783,0,SBU4
2017_SBU4_02040784,0,SBU4
2017_SBU4_02040785,0,SBU4
2017_SBU4_02040786,0,SBU4
2017_SBU4_02040787,0,SBU4
2017_SBU4_02040788,0,SBU4
2017_SBU4_02040789,0,SBU4
2017_SBU4_02040790,0,SBU4
2017_SBU4_02040791,0,SBU4
2017_SBU4_02040792,0,SBU4
2017_SBU4_02040793,0,SBU4
2017_SBU4_02040794,0,SBU4
2017_SBU4_02040795,0,SBU4
2017_SBU4_02040796,0,SBU4
2017_SBU4_02040797,0,SBU4
2017_SBU4_02040798,0,SBU4
2017_SBU4_02040799,0,SBU4
2017_SBU4_02040800,0,SBU4
2017_SBU4_02040801,0,SBU4
2017_SBU4_02040802,0,SBU4
2017_SBU4_02040803,0,SBU4
2017_SBU4_02040804,0,SBU4
2017_SBU4_02040805,0,SBU4
2017_SBU4_02040806,0,SBU4
2017_SBU4_02040807,0,SBU4
2017_SBU4_02040808,0,SBU4
2017_SBU4_02040809,0,SBU4
2017_SBU4_02040810,0,SBU4
2017_SBU4_02050869,0,SBU4
2017_SBU4_02050870,0,SBU4
2017_SBU4_02050871,0,SBU4
2017_SBU4_02050872,0,SBU4
2017_SBU4_02050873,0,SBU4
2017_SBU4_02050874,1,SBU4
2017_SBU4_02050875,1,SBU4
2017_SBU4_02050876,1,SBU4
2017_SBU4_02050877,1,SBU4
2017_SBU4_02050878,1,SBU4
2017_SBU4_02050879,2,SBU4
2017_SBU4_02050880,1,SBU4
2017_SBU4_02050881,0,SBU4
2017_SBU4_02050882,0,SBU4
2017_SBU4_02050883,0,SBU4
2017_SBU4_02050884,0,SBU4
2017_SBU4_02050885,0,SBU4
2017_SBU4_02050886,0,SBU4
2017_SBU4_02050887,0,SBU4
2017_SBU4_02050888,0,SBU4
2017_SBU4_02050889,1,SBU4
2017_SBU4_02050890,0,SBU4
2017_SBU4_02050891,0,SBU4
2017_SBU4_02050892,0,SBU4
2017_SBU4_02050893,0,SBU4
2017_SBU4_02050894,0,SBU4
2017_SBU4_02050895,0,SBU4
2017_SBU4_02050896,0,SBU4
2017_SBU4_02050897,0,SBU4
2017_SBU4_02050898,0,SBU4
2017_SBU4_02050899,0,SBU4
2017_SBU4_02050900,0,SBU4
2017_SBU4_02050901,0,SBU4
2017_SBU4_02050902,0,SBU4
2017_SBU4_02050903,0,SBU4
2017_SBU4_02050904,0,SBU4
2017_SBU4_02050905,0,SBU4
2017_SBU4_02050906,0,SBU4
2017_SBU4_02050907,0,SBU4
2017_SBU4_02060001,0,SBU4
2017_SBU4_02060002,0,SBU4
2017_SBU4_02060003,0,SBU4
2017_SBU4_02060004,0,SBU4
2017_SBU4_02060005,1,SBU4
2017_SBU4_02060006,1,SBU4
2017_SBU4_02060007,1,SBU4
2017_SBU4_02060966,0,SBU4
2017_SBU4_02060967,0,SBU4
2017_SBU4_02060968,0,SBU4
2017_SBU4_02060969,4,SBU4
2017_SBU4_02060970,4,SBU4
2017_SBU4_02060971,4,SBU4
2017_SBU4_02060972,4,SBU4
2017_SBU4_02060973,4,SBU4
2017_SBU4_02060974,4,SBU4
2017_SBU4_02060975,4,SBU4
2017_SBU4_02060976,0,SBU4
2017_SBU4_02060977,0,SBU4
2017_SBU4_02060978,0,SBU4
2017_SBU4_02060979,0,SBU4
2017_SBU4_02060980,0,SBU4
2017_SBU4_02060981,0,SBU4
2017_SBU4_02060982,0,SBU4
2017_SBU4_02060983,0,SBU4
2017_SBU4_02060984,0,SBU4
2017_SBU4_02060985,0,SBU4
2017_SBU4_02060986,0,SBU4
2017_SBU4_02060987,0,SBU4
2017_SBU4_02060988,0,SBU4
2017_SBU4_02060989,1,SBU4
2017_SBU4_02060990,1,SBU4
2017_SBU4_02060991,1,SBU4
2017_SBU4_02060992,2,SBU4
2017_SBU4_02060993,1,SBU4
2017_SBU4_02060994,0,SBU4
2017_SBU4_02060995,0,SBU4
2017_SBU4_02060996,0,SBU4
2017_SBU4_02060997,0,SBU4
2017_SBU4_02060998,0,SBU4
2017_SBU4_02060999,0,SBU4
2017_SBU4_02070066,0,SBU4
2017_SBU4_02070067,4,SBU4
2017_SBU4_02070068,4,SBU4
2017_SBU4_02070069,4,SBU4
2017_SBU4_02070070,4,SBU4
2017_SBU4_02070071,4,SBU4
2017_SBU4_02070072,4,SBU4
2017_SBU4_02070073,2,SBU4
2017_SBU4_02070074,0,SBU4
2017_SBU4_02070075,0,SBU4
2017_SBU4_02070076,0,SBU4
2017_SBU4_02070077,0,SBU4
2017_SBU4_02070078,0,SBU4
2017_SBU4_02070079,0,SBU4
2017_SBU4_02070080,3,SBU4
2017_SBU4_02070081,0,SBU4
2017_SBU4_02070082,0,SBU4
2017_SBU4_02070083,0,SBU4
2017_SBU4_02070084,0,SBU4
2017_SBU4_02070085,0,SBU4
2017_SBU4_02070086,0,SBU4
2017_SBU4_02070087,0,SBU4
2017_SBU4_02070088,0,SBU4
2017_SBU4_02070089,1,SBU4
2017_SBU4_02070090,1,SBU4
2017_SBU4_02070091,1,SBU4
2017_SBU4_02070092,1,SBU4
2017_SBU4_02070093,1,SBU4
2017_SBU4_02070094,1,SBU4
2017_SBU4_02070095,0,SBU4
2017_SBU4_02070096,0,SBU4
2017_SBU4_02070097,0,SBU4
2017_SBU4_02070098,0,SBU4
2017_SBU4_02070099,0,SBU4
2017_SBU4_02070100,0,SBU4
2017_SBU4_02070101,0,SBU4
2017_SBU4_02070102,0,SBU4
2017_SBU4_02070103,0,SBU4
2017_SBU4_02070104,3,SBU4
2017_SBU4_02070105,1,SBU4
2017_SBU4_02070106,0,SBU4
2017_SBU4_02080175,0,SBU4
2017_SBU4_02080176,0,SBU4
2017_SBU4_02080177,3,SBU4
2017_SBU4_02080178,3,SBU4
2017_SBU4_02080179,0,SBU4
2017_SBU4_02080180,0,SBU4
2017_SBU4_02080181,1,SBU4
2017_SBU4_02080182,3,SBU4
2017_SBU4_02080183,0,SBU4
2017_SBU4_02080184,3,SBU4
2017_SBU4_02080185,0,SBU4
2017_SBU4_02080186,3,SBU4
2017_SBU4_02080187,0,SBU4
2017_SBU4_02080188,0,SBU4
2017_SBU4_02080189,0,SBU4
2017_SBU4_02080190,0,SBU4
2017_SBU4_02080191,0,SBU4
2017_SBU4_02080192,0,SBU4
2017_SBU4_02080193,3,SBU4
2017_SBU4_02080194,0,SBU4
2017_SBU4_02080195,0,SBU4
2017_SBU4_02080196,0,SBU4
2017_SBU4_02080197,0,SBU4
2017_SBU4_02080198,0,SBU4
2017_SBU4_02080199,0,SBU4
2017_SBU4_02080200,0,SBU4
2017_SBU4_02080201,0,SBU4
2017_SBU4_02080202,0,SBU4
2017_SBU4_02080203,0,SBU4
2017_SBU4_02080204,0,SBU4
2017_SBU4_02080205,0,SBU4
2017_SBU4_02080206,0,SBU4
2017_SBU4_02080207,0,SBU4
2017_SBU4_02080208,0,SBU4
2017_SBU4_02080209,0,SBU4
2017_SBU4_02080210,0,SBU4
2017_SBU4_02080211,0,SBU4
2017_SBU4_02080212,0,SBU4
2017_SBU4_02080213,0,SBU4
2017_SBU4_02090273,0,SBU4
2017_SBU4_02090274,0,SBU4
2017_SBU4_02090275,0,SBU4
2017_SBU4_02090276,0,SBU4
2017_SBU4_02090277,0,SBU4
2017_SBU4_02090278,0,SBU4
2017_SBU4_02090279,0,SBU4
2017_SBU4_02090280,3,SBU4
2017_SBU4_02090281,0,SBU4
2017_SBU4_02090282,0,SBU4
2017_SBU4_02090283,3,SBU4
2017_SBU4_02090284,0,SBU4
2017_SBU4_02090285,0,SBU4
2017_SBU4_02090286,0,SBU4
2017_SBU4_02090287,0,SBU4
2017_SBU4_02090288,0,SBU4
2017_SBU4_02090289,0,SBU4
2017_SBU4_02090290,0,SBU4
2017_SBU4_02090291,0,SBU4
2017_SBU4_02090292,0,SBU4
2017_SBU4_02090293,0,SBU4
2017_SBU4_02090294,0,SBU4
2017_SBU4_02090295,0,SBU4
2017_SBU4_02090296,0,SBU4
2017_SBU4_02090297,0,SBU4
2017_SBU4_02090298,2,SBU4
2017_SBU4_02090299,2,SBU4
2017_SBU4_02090300,2,SBU4
2017_SBU4_02090301,4,SBU4
2017_SBU4_02090302,4,SBU4
2017_SBU4_02090303,4,SBU4
2017_SBU4_02090304,4,SBU4
2017_SBU4_02090305,0,SBU4
2017_SBU4_02090306,0,SBU4
2017_SBU4_02090307,0,SBU4
2017_SBU4_02090308,0,SBU4
2017_SBU4_02090309,3,SBU4
2017_SBU4_02090310,0,SBU4
2017_SBU4_02100371,0,SBU4
2017_SBU4_02100372,0,SBU4
2017_SBU4_02100373,0,SBU4
2017_SBU4_02100374,0,SBU4
2017_SBU4_02100375,3,SBU4
2017_SBU4_02100376,0,SBU4
2017_SBU4_02100377,0,SBU4
2017_SBU4_02100378,0,SBU4
2017_SBU4_02100379,0,SBU4
2017_SBU4_02100380,0,SBU4
2017_SBU4_02100381,0,SBU4
2017_SBU4_02100382,0,SBU4
2017_SBU4_02100383,0,SBU4
2017_SBU4_02100384,0,SBU4
2017_SBU4_02100385,0,SBU4
2017_SBU4_02100386,0,SBU4
2017_SBU4_02100387,0,SBU4
2017_SBU4_02100388,3,SBU4
2017_SBU4_02100389,0,SBU4
2017_SBU4_02100390,0,SBU4
2017_SBU4_02100391,0,SBU4
2017_SBU4_02100392,0,SBU4
2017_SBU4_02100393,0,SBU4
2017_SBU4_02100394,0,SBU4
2017_SBU4_02100395,0,SBU4
2017_SBU4_02100396,0,SBU4
2017_SBU4_02100397,0,SBU4
2017_SBU4_02100398,0,SBU4
2017_SBU4_02100399,0,SBU4
2017_SBU4_02100400,0,SBU4
2017_SBU4_02100401,0,SBU4
2017_SBU4_02100402,0,SBU4
2017_SBU4_02100403,0,SBU4
2017_SBU4_02100404,0,SBU4
2017_SBU4_02100405,0,SBU4
2017_SBU4_02100406,0,SBU4
2017_SBU4_02100407,0,SBU4
2017_SBU4_02100408,3,SBU4
2017_SBU4_02100409,3,SBU4
2017_SBU4_02100410,3,SBU4
2017_SBU4_02100411,3,SBU4
2017_SBU4_02100412,3,SBU4
2017_SBU4_02110469,0,SBU4
2017_SBU4_02110470,0,SBU4
2017_SBU4_02110471,0,SBU4
2017_SBU4_02110472,0,SBU4
2017_SBU4_02110473,0,SBU4
2017_SBU4_02110474,3,SBU4
2017_SBU4_02110475,0,SBU4
2017_SBU4_02110476,3,SBU4
2017_SBU4_02110477,0,SBU4
2017_SBU4_02110478,0,SBU4
2017_SBU4_02110479,0,SBU4
2017_SBU4_02110480,0,SBU4
2017_SBU4_02110481,0,SBU4
2017_SBU4_02110482,0,SBU4
2017_SBU4_02110483,0,SBU4
2017_SBU4_02110484,0,SBU4
2017_SBU4_02110485,0,SBU4
2017_SBU4_02110486,0,SBU4
2017_SBU4_02110487,0,SBU4
2017_SBU4_02110488,0,SBU4
2017_SBU4_02110489,0,SBU4
2017_SBU4_02110490,0,SBU4
2017_SBU4_02110491,3,SBU4
2017_SBU4_02110492,0,SBU4
2017_SBU4_02110493,3,SBU4
2017_SBU4_02110494,0,SBU4
2017_SBU4_02110495,0,SBU4
2017_SBU4_02110496,0,SBU4
2017_SBU4_02110497,0,SBU4
2017_SBU4_02110498,0,SBU4
2017_SBU4_02110499,0,SBU4
2017_SBU4_02110500,0,SBU4
2017_SBU4_02110501,0,SBU4
2017_SBU4_02110502,0,SBU4
2017_SBU4_02110503,0,SBU4
2017_SBU4_02110504,0,SBU4
2017_SBU4_02110505,0,SBU4
2017_SBU4_02110506,0,SBU4
2017_SBU4_02110507,0,SBU4
2017_SBU4_02110508,0,SBU4
2017_SBU4_02110509,0,SBU4
2017_SBU4_02110510,1,SBU4
2017_SBU4_02120568,1,SBU4
2017_SBU4_02120569,1,SBU4
2017_SBU4_02120570,1,SBU4
2017_SBU4_02120571,0,SBU4
2017_SBU4_02120572,0,SBU4
2017_SBU4_02120573,0,SBU4
2017_SBU4_02120574,1,SBU4
2017_SBU4_02120575,0,SBU4
2017_SBU4_02120576,0,SBU4
2017_SBU4_02120577,0,SBU4
2017_SBU4_02120578,0,SBU4
2017_SBU4_02120579,0,SBU4
2017_SBU4_02120580,0,SBU4
2017_SBU4_02120581,0,SBU4
2017_SBU4_02120582,0,SBU4
2017_SBU4_02120583,0,SBU4
2017_SBU4_02120584,0,SBU4
2017_SBU4_02120585,0,SBU4
2017_SBU4_02120586,0,SBU4
2017_SBU4_02120587,0,SBU4
2017_SBU4_02120588,0,SBU4
2017_SBU4_02120589,0,SBU4
2017_SBU4_02120590,0,SBU4
2017_SBU4_02120591,0,SBU4
2017_SBU4_02120592,0,SBU4
2017_SBU4_02120593,0,SBU4
2017_SBU4_02120594,0,SBU4
2017_SBU4_02120595,0,SBU4
2017_SBU4_02120596,0,SBU4
2017_SBU4_02120597,0,SBU4
2017_SBU4_02120598,0,SBU4
2017_SBU4_02120599,0,SBU4
2017_SBU4_02120600,0,SBU4
2017_SBU4_02120601,0,SBU4
2017_SBU4_02120602,0,SBU4
2017_SBU4_02120603,0,SBU4
2017_SBU4_02120604,0,SBU4
2017_SBU4_02120605,0,SBU4
2017_SBU4_02120606,3,SBU4
2017_SBU4_02120607,4,SBU4
2017_SBU4_02120608,4,SBU4
2017_SBU4_02120609,4,SBU4
2017_SBU4_02120610,4,SBU4
2017_SBU4_02120611,4,SBU4
2017_SBU4_02130671,0,SBU4
2017_SBU4_02130672,0,SBU4
2017_SBU4_02130673,0,SBU4
2017_SBU4_02130674,3,SBU4
2017_SBU4_02130675,0,SBU4
2017_SBU4_02130676,3,SBU4
2017_SBU4_02130677,0,SBU4
2017_SBU4_02130678,0,SBU4
2017_SBU4_02130679,0,SBU4
2017_SBU4_02130680,0,SBU4
2017_SBU4_02130681,0,SBU4
2017_SBU4_02130682,0,SBU4
2017_SBU4_02130683,0,SBU4
2017_SBU4_02130684,0,SBU4
2017_SBU4_02130685,0,SBU4
2017_SBU4_02130686,0,SBU4
2017_SBU4_02130687,0,SBU4
2017_SBU4_02130688,0,SBU4
2017_SBU4_02130689,0,SBU4
2017_SBU4_02130690,0,SBU4
2017_SBU4_02130691,0,SBU4
2017_SBU4_02130692,4,SBU4
2017_SBU4_02130693,4,SBU4
2017_SBU4_02130694,0,SBU4
2017_SBU4_02130695,0,SBU4
2017_SBU4_02130696,0,SBU4
2017_SBU4_02130697,0,SBU4
2017_SBU4_02130698,0,SBU4
2017_SBU4_02130699,0,SBU4
2017_SBU4_02130700,0,SBU4
2017_SBU4_02130701,0,SBU4
2017_SBU4_02130702,0,SBU4
2017_SBU4_02130703,0,SBU4
2017_SBU4_02130704,0,SBU4
2017_SBU4_02130705,4,SBU4
2017_SBU4_02130706,4,SBU4
2017_SBU4_02130707,4,SBU4
2017_SBU4_02130708,0,SBU4
2017_SBU4_02130709,0,SBU4
2017_SBU4_02130710,0,SBU4
2017_SBU4_02130711,3,SBU4
2017_SBU4_02130712,3,SBU4
2017_SBU4_02130713,3,SBU4
2017_SBU4_02140770,2,SBU4
2017_SBU4_02140771,2,SBU4
2017_SBU4_02140772,4,SBU4
2017_SBU4_02140773,4,SBU4
2017_SBU4_02140774,4,SBU4
2017_SBU4_02140775,4,SBU4
2017_SBU4_02140776,4,SBU4
2017_SBU4_02140777,3,SBU4
2017_SBU4_02140778,0,SBU4
2017_SBU4_02140779,3,SBU4
2017_SBU4_02140780,3,SBU4
2017_SBU4_02140781,3,SBU4
2017_SBU4_02140782,0,SBU4
2017_SBU4_02140783,0,SBU4
2017_SBU4_02140784,0,SBU4
2017_SBU4_02140785,0,SBU4
2017_SBU4_02140786,0,SBU4
2017_SBU4_02140787,0,SBU4
2017_SBU4_02140788,3,SBU4
2017_SBU4_02140789,4,SBU4
2017_SBU4_02140790,0,SBU4
2017_SBU4_02140791,0,SBU4
2017_SBU4_02140792,0,SBU4
2017_SBU4_02140793,0,SBU4
2017_SBU4_02140794,0,SBU4
2017_SBU4_02140795,0,SBU4
2017_SBU4_02140796,0,SBU4
2017_SBU4_02140797,0,SBU4
2017_SBU4_02140798,4,SBU4
2017_SBU4_02140799,3,SBU4
2017_SBU4_02140800,3,SBU4
2017_SBU4_02140801,3,SBU4
2017_SBU4_02140802,0,SBU4
2017_SBU4_02140803,0,SBU4
2017_SBU4_02140804,0,SBU4
2017_SBU4_02140805,0,SBU4
2017_SBU4_02140806,0,SBU4
2017_SBU4_05140352,0,SBU4
2017_SBU4_05140353,0,SBU4
2017_SBU4_05140354,0,SBU4
2017_SBU4_05140355,0,SBU4
2017_SBU4_05140356,0,SBU4
