,Unnamed: 0,cam,ImagePath,badImage,motion,grayscale
44,44.0,15.0,2017_SBU4_05100841,False,False,False
45,45.0,15.0,2017_SBU4_05270277,False,True,False
46,46.0,15.0,2017_SBU4_04070324,False,True,False
47,47.0,15.0,2017_SBU4_07150184,False,False,True
48,48.0,15.0,2017_SBU4_07020526,False,False,False
49,49.0,15.0,2017_SBU4_04170346,False,True,False
50,50.0,15.0,2017_SBU4_06040143,False,False,False
51,51.0,15.0,2017_SBU4_05040135,False,False,True
52,52.0,15.0,2017_SBU4_04300750,False,False,False
53,53.0,15.0,2017_SBU4_06270018,False,False,False
54,54.0,15.0,2017_SBU4_05110025,False,True,False
55,55.0,15.0,2017_SBU4_05040214,False,False,True
56,56.0,15.0,2017_SBU4_06280131,False,False,False
57,57.0,15.0,2017_SBU4_06250153,False,False,False
58,58.0,15.0,2017_SBU4_02210535,False,False,False
59,59.0,15.0,2017_SBU4_05270218,False,True,False
60,60.0,15.0,2017_SBU4_06130374,False,False,False
61,61.0,15.0,2017_SBU4_03250948,False,True,False
62,62.0,15.0,2017_SBU4_07080226,False,False,False
63,63.0,15.0,2017_SBU4_02070121,False,False,True
64,64.0,15.0,2017_SBU4_07030707,False,False,False
65,65.0,15.0,2017_SBU4_05190925,False,True,True
66,66.0,15.0,2017_SBU4_05240643,False,True,False
67,67.0,15.0,2017_SBU4_02060961,False,False,True
68,68.0,15.0,2017_SBU4_06100056,False,False,False
69,69.0,15.0,2017_SBU4_04280469,False,False,True
70,70.0,15.0,2017_SBU4_02180168,False,False,True
71,71.0,15.0,2017_SBU4_03310573,False,False,False
72,72.0,15.0,2017_SBU4_03020487,False,False,False
73,73.0,15.0,2017_SBU4_03300421,False,False,True
74,74.0,15.0,2017_SBU4_06290178,False,False,True
75,75.0,15.0,2017_SBU4_05260058,False,False,False
76,76.0,15.0,2017_SBU4_04170321,False,False,True
77,77.0,15.0,2017_SBU4_03120607,False,False,False
78,78.0,15.0,2017_SBU4_03110467,False,False,False
79,79.0,15.0,2017_SBU4_06300368,False,False,False
80,80.0,15.0,2017_SBU4_02240796,False,False,True
81,81.0,15.0,2017_SBU4_03230716,False,False,False
82,82.0,15.0,2017_SBU4_04040988,False,False,False
83,83.0,15.0,2017_SBU4_04190572,False,True,False
84,84.0,15.0,2017_SBU4_07010395,False,False,True
85,85.0,15.0,2017_SBU4_06080657,False,False,True
86,86.0,15.0,2017_SBU4_03270187,False,False,True
87,87.0,15.0,2017_SBU4_05170700,False,False,False
88,88.0,15.0,2017_SBU4_04170325,False,True,True
89,89.0,15.0,2017_SBU4_03230734,False,False,False
90,90.0,15.0,2017_SBU4_06170920,False,True,False
91,91.0,15.0,2017_SBU4_05130299,False,False,True
92,92.0,15.0,2017_SBU4_02250893,False,False,True
93,93.0,15.0,2017_SBU4_07110582,False,False,False
94,94.0,15.0,2017_SBU4_06170872,False,False,False
95,95.0,15.0,2017_SBU4_04050083,False,False,False
96,96.0,15.0,2017_SBU4_04110759,False,True,True
97,97.0,15.0,2017_SBU4_06090930,False,False,True
98,98.0,15.0,2017_SBU4_06200450,False,True,False
99,99.0,15.0,2017_SBU4_05190960,False,True,False
100,100.0,15.0,2017_SBU4_07160356,False,False,False
101,101.0,15.0,2017_SBU4_05240671,False,False,False
102,102.0,15.0,2017_SBU4_06100992,False,True,False
103,103.0,15.0,2017_SBU4_03230659,False,False,True
104,104.0,15.0,2017_SBU4_02160987,False,True,False
105,105.0,15.0,2017_SBU4_04210792,False,True,False
106,106.0,15.0,2017_SBU4_03260022,False,False,False
107,107.0,15.0,2017_SBU4_05260036,False,True,False
108,108.0,15.0,2017_SBU4_04060246,False,False,True
109,109.0,15.0,2017_SBU4_07120730,False,False,True
110,110.0,15.0,2017_SBU4_05010872,False,False,False
111,111.0,15.0,2017_SBU4_02200446,False,False,False
112,112.0,15.0,2017_SBU4_07110595,False,False,False
113,113.0,15.0,2017_SBU4_03240800,False,False,False
114,114.0,15.0,2017_SBU4_06070593,False,True,False
115,115.0,15.0,2017_SBU4_02240853,False,False,False
116,116.0,15.0,2017_SBU4_06030851,False,True,False
117,117.0,15.0,2017_SBU4_03070095,False,False,True
118,118.0,15.0,2017_SBU4_04150137,False,False,False
119,119.0,15.0,2017_SBU4_06030902,False,False,False
120,120.0,15.0,2017_SBU4_06020751,False,False,False
121,121.0,15.0,2017_SBU4_04190533,False,False,True
122,122.0,15.0,2017_SBU4_06110152,False,False,False
123,123.0,15.0,2017_SBU4_06230923,False,False,False
124,124.0,15.0,2017_SBU4_03030567,False,False,True
125,125.0,15.0,2017_SBU4_03210521,False,False,False
126,126.0,15.0,2017_SBU4_05290622,False,False,False
127,127.0,15.0,2017_SBU4_02250906,False,False,True
128,128.0,15.0,2017_SBU4_05130294,False,False,True
129,129.0,15.0,2017_SBU4_04260338,False,False,False
130,130.0,15.0,2017_SBU4_02130660,False,False,True
131,131.0,15.0,2017_SBU4_02040741,False,False,True
132,132.0,15.0,2017_SBU4_02120610,False,False,False
133,133.0,15.0,2017_SBU4_04100622,False,False,False
134,134.0,15.0,2017_SBU4_06220780,False,False,False
135,135.0,15.0,2017_SBU4_03270151,False,False,False
136,136.0,15.0,2017_SBU4_02070080,False,True,False
137,137.0,15.0,2017_SBU4_06010371,False,True,False
138,138.0,15.0,2017_SBU4_05010896,False,False,True
139,139.0,15.0,2017_SBU4_06070445,False,False,True
140,140.0,15.0,2017_SBU4_05300989,False,False,False
141,141.0,15.0,2017_SBU4_02180243,False,True,True
142,142.0,15.0,2017_SBU4_06190279,False,True,False
143,143.0,15.0,2017_SBU4_06010554,False,False,True
144,144.0,15.0,2017_SBU4_05110923,False,False,True
145,145.0,15.0,2017_SBU4_02030724,False,False,True
146,146.0,15.0,2017_SBU4_06070634,False,False,True
147,147.0,15.0,2017_SBU4_05270223,False,False,False
148,148.0,15.0,2017_SBU4_04290647,False,False,False
149,149.0,15.0,2017_SBU4_06010459,False,False,False
150,150.0,15.0,2017_SBU4_03090217,False,False,True
151,151.0,15.0,2017_SBU4_05060407,False,True,False
152,152.0,15.0,2017_SBU4_06290229,False,False,False
153,153.0,15.0,2017_SBU4_07140057,False,False,True
154,154.0,15.0,2017_SBU4_02240841,False,True,False
155,155.0,15.0,2017_SBU4_05130254,False,False,False
156,156.0,15.0,2017_SBU4_02160002,False,False,False
157,157.0,15.0,2017_SBU4_06070432,False,False,True
158,158.0,15.0,2017_SBU4_07100486,False,False,False
159,159.0,15.0,2017_SBU4_03310542,False,False,False
160,160.0,15.0,2017_SBU4_05140345,False,False,False
161,161.0,15.0,2017_SBU4_06230860,False,False,False
162,162.0,15.0,2017_SBU4_06130424,False,False,False
163,163.0,15.0,2017_SBU4_06110119,False,False,True
164,164.0,15.0,2017_SBU4_06280082,False,False,True
165,165.0,15.0,2017_SBU4_06140486,False,False,False
166,166.0,15.0,2017_SBU4_06010365,False,True,False
167,167.0,15.0,2017_SBU4_06090859,False,False,False
168,168.0,15.0,2017_SBU4_04260261,False,False,True
169,169.0,15.0,2017_SBU4_04130984,False,False,True
170,170.0,15.0,2017_SBU4_05020920,False,False,True
171,171.0,15.0,2017_SBU4_02060026,False,False,True
172,172.0,15.0,2017_SBU4_06230881,False,False,False
173,173.0,15.0,2017_SBU4_03210488,False,False,False
174,174.0,15.0,2017_SBU4_04020785,False,False,False
175,175.0,15.0,2017_SBU4_05260056,False,True,False
176,176.0,15.0,2017_SBU4_02220626,False,False,False
177,177.0,15.0,2017_SBU4_03030571,False,False,True
178,178.0,15.0,2017_SBU4_02030709,False,False,False
179,179.0,15.0,2017_SBU4_06210507,False,False,True
180,180.0,15.0,2017_SBU4_03200444,False,False,True
181,181.0,15.0,2017_SBU4_02140824,False,False,True
182,182.0,15.0,2017_SBU4_06300360,False,False,False
183,183.0,15.0,2017_SBU4_06190326,False,False,True
184,184.0,15.0,2017_SBU4_01270014,False,False,True
185,185.0,15.0,2017_SBU4_06010556,False,False,True
186,186.0,15.0,2017_SBU4_02030681,False,False,False
187,187.0,15.0,2017_SBU4_03090234,False,False,True
188,188.0,15.0,2017_SBU4_04010674,False,True,False
189,189.0,15.0,2017_SBU4_05060406,False,True,False
190,190.0,15.0,2017_SBU4_06010461,False,True,False
191,191.0,15.0,2017_SBU4_07150219,False,False,False
192,192.0,15.0,2017_SBU4_02240874,False,False,True
193,193.0,15.0,2017_SBU4_05100846,False,False,False
194,194.0,15.0,2017_SBU4_03010397,False,False,False
195,195.0,15.0,2017_SBU4_07100438,False,False,False
196,196.0,15.0,2017_SBU4_03030558,False,False,True
197,197.0,15.0,2017_SBU4_03100346,False,False,False
198,198.0,15.0,2017_SBU4_02190288,False,False,True
199,199.0,15.0,2017_SBU4_05260993,False,False,True
200,200.0,15.0,2017_SBU4_05300039,False,False,True
201,201.0,15.0,2017_SBU4_02010530,False,False,True
202,202.0,15.0,2017_SBU4_03250978,False,False,True
203,203.0,15.0,2017_SBU4_05040179,False,False,False
204,204.0,15.0,2017_SBU4_06150563,False,False,True
205,205.0,15.0,2017_SBU4_03110446,False,False,False
206,206.0,15.0,2017_SBU4_05240691,False,True,False
207,207.0,15.0,2017_SBU4_06130362,False,False,False
208,208.0,15.0,2017_SBU4_06090909,False,False,False
209,209.0,15.0,2017_SBU4_05110029,False,True,False
210,210.0,15.0,2017_SBU4_03220605,False,True,False
211,211.0,15.0,2017_SBU4_02230736,False,False,False
212,212.0,15.0,2017_SBU4_02210504,False,False,True
213,213.0,15.0,2017_SBU4_02190282,False,False,True
214,214.0,15.0,2017_SBU4_05120195,False,False,True
215,215.0,15.0,2017_SBU4_03280243,False,False,False
216,216.0,15.0,2017_SBU4_06190253,False,True,False
217,217.0,15.0,2017_SBU4_06020631,False,True,False
218,218.0,15.0,2017_SBU4_01310389,False,False,False
219,219.0,15.0,2017_SBU4_06240048,False,False,True
220,220.0,15.0,2017_SBU4_05130263,False,False,False
221,221.0,15.0,2017_SBU4_06170011,False,False,False
222,222.0,15.0,2017_SBU4_04170320,False,False,True
223,223.0,15.0,2017_SBU4_03090233,False,False,True
224,224.0,15.0,2017_SBU4_05070528,False,False,False
225,225.0,15.0,2017_SBU4_02280270,False,False,False
226,226.0,15.0,2017_SBU4_04100585,False,False,True
227,227.0,15.0,2017_SBU4_03040664,False,False,True
228,228.0,15.0,2017_SBU4_07020601,False,False,False
229,229.0,15.0,2017_SBU4_04270372,False,False,True
230,230.0,15.0,2017_SBU4_02070048,False,False,True
231,231.0,15.0,2017_SBU4_05210243,False,False,False
232,232.0,15.0,2017_SBU4_04300697,False,True,False
233,233.0,15.0,2017_SBU4_03020538,False,False,True
234,234.0,15.0,2017_SBU4_07030620,False,False,True
235,235.0,15.0,2017_SBU4_05300906,False,True,False
236,236.0,15.0,2017_SBU4_06260201,False,False,False
237,237.0,15.0,2017_SBU4_05280532,False,True,False
238,238.0,15.0,2017_SBU4_05070508,False,False,True
239,239.0,15.0,2017_SBU4_05030111,False,False,True
240,240.0,15.0,2017_SBU4_05080647,False,False,False
241,241.0,15.0,2017_SBU4_03280260,False,False,False
242,242.0,15.0,2017_SBU4_05270254,False,True,False
243,243.0,15.0,2017_SBU4_05280396,False,True,False
244,244.0,15.0,2017_SBU4_06210615,False,True,False
245,245.0,15.0,2017_SBU4_04210785,False,False,False
246,246.0,15.0,2017_SBU4_06090866,False,False,False
247,247.0,15.0,2017_SBU4_02110524,False,False,True
248,248.0,15.0,2017_SBU4_04080432,False,False,False
249,249.0,15.0,2017_SBU4_07080210,False,False,False
250,250.0,15.0,2017_SBU4_02190321,False,False,False
251,251.0,15.0,2017_SBU4_05050302,False,True,False
252,252.0,15.0,2017_SBU4_02020566,False,False,True
253,253.0,15.0,2017_SBU4_04160283,False,False,True
254,254.0,15.0,2017_SBU4_02080158,False,False,True
255,255.0,15.0,2017_SBU4_02230749,False,False,False
256,256.0,15.0,2017_SBU4_05060400,False,False,False
257,257.0,15.0,2017_SBU4_06040210,False,False,True
258,258.0,15.0,2017_SBU4_06080666,False,False,False
259,259.0,15.0,2017_SBU4_05010908,False,False,True
260,260.0,15.0,2017_SBU4_05160607,False,False,True
261,261.0,15.0,2017_SBU4_02130729,False,False,True
262,262.0,15.0,2017_SBU4_04010672,False,True,False
263,263.0,15.0,2017_SBU4_06130380,False,False,False
264,264.0,15.0,2017_SBU4_06170887,False,False,False
265,265.0,15.0,2017_SBU4_05040157,False,False,False
266,266.0,15.0,2017_SBU4_05300904,False,True,False
267,267.0,15.0,2017_SBU4_03240763,False,False,True
268,268.0,15.0,2017_SBU4_02190318,False,False,False
269,269.0,15.0,2017_SBU4_02020589,False,False,False
270,270.0,15.0,2017_SBU4_06300354,False,False,False
271,271.0,15.0,2017_SBU4_07040754,False,False,False
272,272.0,15.0,2017_SBU4_02150908,False,False,False
273,273.0,15.0,2017_SBU4_06070477,False,True,False
274,274.0,15.0,2017_SBU4_05170671,False,False,False
275,275.0,15.0,2017_SBU4_02090297,False,False,False
276,276.0,15.0,2017_SBU4_04280477,False,False,True
277,277.0,15.0,2017_SBU4_05150498,False,False,True
278,278.0,15.0,2017_SBU4_02200417,False,False,False
279,279.0,15.0,2017_SBU4_04070267,False,False,True
280,280.0,15.0,2017_SBU4_06220779,False,True,False
281,281.0,15.0,2017_SBU4_03040737,False,False,False
282,282.0,15.0,2017_SBU4_06050234,False,False,True
283,283.0,15.0,2017_SBU4_03220584,False,False,False
284,284.0,15.0,2017_SBU4_05080654,False,False,False
285,285.0,15.0,2017_SBU4_04010693,False,True,False
286,286.0,15.0,2017_SBU4_05020983,False,False,False
287,287.0,15.0,2017_SBU4_05090734,False,False,False
288,288.0,15.0,2017_SBU4_05020933,False,False,True
289,289.0,15.0,2017_SBU4_07130765,False,False,False
290,290.0,15.0,2017_SBU4_04090488,False,False,False
291,291.0,15.0,2017_SBU4_02120548,False,False,True
292,292.0,15.0,2017_SBU4_05090719,False,False,True
293,293.0,15.0,2017_SBU4_03300407,False,False,True
294,294.0,15.0,2017_SBU4_05100866,False,True,False
295,295.0,15.0,2017_SBU4_04250190,False,False,False
296,296.0,15.0,2017_SBU4_05300852,False,False,False
297,297.0,15.0,2017_SBU4_06300342,False,False,False
298,298.0,15.0,2017_SBU4_06260274,False,False,True
299,299.0,15.0,2017_SBU4_05150438,False,False,False
300,300.0,15.0,2017_SBU4_03180154,False,False,True
301,301.0,15.0,2017_SBU4_06080726,False,True,False
302,302.0,15.0,2017_SBU4_05250757,False,False,True
303,303.0,15.0,2017_SBU4_07050878,False,False,False
304,304.0,15.0,2017_SBU4_01290197,False,False,False
305,305.0,15.0,2017_SBU4_07150245,False,False,False
306,306.0,15.0,2017_SBU4_07170443,False,False,False
307,307.0,15.0,2017_SBU4_01310433,False,False,True
308,308.0,15.0,2017_SBU4_02270174,False,True,False
309,309.0,15.0,2017_SBU4_05160555,False,False,False
310,310.0,15.0,2017_SBU4_04090485,False,False,False
311,311.0,15.0,2017_SBU4_06140536,False,False,True
312,312.0,15.0,2017_SBU4_05170629,False,False,True
313,313.0,15.0,2017_SBU4_06190304,False,False,False
314,314.0,15.0,2017_SBU4_04120850,False,False,False
315,315.0,15.0,2017_SBU4_04060249,False,False,True
316,316.0,15.0,2017_SBU4_05070552,False,False,False
317,317.0,15.0,2017_SBU4_05160522,False,False,True
318,318.0,15.0,2017_SBU4_05300890,False,True,False
319,319.0,15.0,2017_SBU4_03260015,False,False,False
320,320.0,15.0,2017_SBU4_02240868,False,False,True
321,321.0,15.0,2017_SBU4_07110605,False,False,False
322,322.0,15.0,2017_SBU4_04020772,False,True,False
323,323.0,15.0,2017_SBU4_06280173,False,False,True
324,324.0,15.0,2017_SBU4_02200424,False,False,False
325,325.0,15.0,2017_SBU4_02150935,False,False,True
326,326.0,15.0,2017_SBU4_07130021,False,False,False
327,327.0,15.0,2017_SBU4_02280277,False,False,False
328,328.0,15.0,2017_SBU4_05230477,False,False,False
329,329.0,15.0,2017_SBU4_05290601,False,False,True
330,330.0,15.0,2017_SBU4_05270209,False,False,False
331,331.0,15.0,2017_SBU4_07030712,False,False,True
332,332.0,15.0,2017_SBU4_06210532,False,False,False
333,333.0,15.0,2017_SBU4_05010857,False,False,False
334,334.0,15.0,2017_SBU4_07070161,False,False,False
335,335.0,15.0,2017_SBU4_05240688,False,True,False
336,336.0,15.0,2017_SBU4_03100403,False,False,True
337,337.0,15.0,2017_SBU4_05010846,False,False,False
338,338.0,15.0,2017_SBU4_04230039,False,False,True
339,339.0,15.0,2017_SBU4_04090473,False,False,True
340,340.0,15.0,2017_SBU4_06060376,False,True,False
341,341.0,15.0,2017_SBU4_02160960,False,False,True
342,342.0,15.0,2017_SBU4_03050855,False,False,False
343,343.0,15.0,2017_SBU4_03220635,False,True,True
344,344.0,15.0,2017_SBU4_05210183,False,False,False
345,345.0,15.0,2017_SBU4_04240097,False,False,False
346,346.0,15.0,2017_SBU4_03280235,False,False,False
347,347.0,15.0,2017_SBU4_06240957,False,False,True
348,348.0,15.0,2017_SBU4_06190277,False,True,False
349,349.0,15.0,2017_SBU4_05070580,False,False,False
350,350.0,15.0,2017_SBU4_05250776,False,False,True
351,351.0,15.0,2017_SBU4_05280420,False,False,False
352,352.0,15.0,2017_SBU4_04100597,False,False,True
353,353.0,15.0,2017_SBU4_06160812,False,False,False
354,354.0,15.0,2017_SBU4_06030945,False,True,False
355,355.0,15.0,2017_SBU4_03140817,False,True,False
356,356.0,15.0,2017_SBU4_02250923,False,False,False
357,357.0,15.0,2017_SBU4_06030943,False,False,False
358,358.0,15.0,2017_SBU4_05230409,False,False,True
359,359.0,15.0,2017_SBU4_04180432,False,False,True
360,360.0,15.0,2017_SBU4_02050895,False,False,False
361,361.0,15.0,2017_SBU4_06050297,False,False,False
362,362.0,15.0,2017_SBU4_04270361,False,False,True
363,363.0,15.0,2017_SBU4_04190576,False,False,False
364,364.0,15.0,2017_SBU4_05120123,False,True,False
365,365.0,15.0,2017_SBU4_01300248,False,False,True
366,366.0,15.0,2017_SBU4_01310366,False,False,True
367,367.0,15.0,2017_SBU4_05210169,False,False,True
368,368.0,15.0,2017_SBU4_06110143,False,False,False
369,369.0,15.0,2017_SBU4_04080416,False,False,False
370,370.0,15.0,2017_SBU4_04010634,False,False,True
371,371.0,15.0,2017_SBU4_05170716,False,False,True
372,372.0,15.0,2017_SBU4_07090390,False,False,True
373,373.0,15.0,2017_SBU4_06260262,False,True,True
374,374.0,15.0,2017_SBU4_05310248,False,True,False
375,375.0,15.0,2017_SBU4_03130728,False,False,True
376,376.0,15.0,2017_SBU4_03290353,False,False,False
377,377.0,15.0,2017_SBU4_03150927,False,False,False
378,378.0,15.0,2017_SBU4_03310604,False,False,True
379,379.0,15.0,2017_SBU4_01310424,False,False,True
380,380.0,15.0,2017_SBU4_03040712,False,True,False
381,381.0,15.0,2017_SBU4_07170431,False,False,False
382,382.0,15.0,2017_SBU4_05160534,False,False,False
383,383.0,15.0,2017_SBU4_03070097,False,False,True
384,384.0,15.0,2017_SBU4_05260174,False,False,True
385,385.0,15.0,2017_SBU4_03270183,False,False,True
386,386.0,15.0,2017_SBU4_03140788,False,False,False
387,387.0,15.0,2017_SBU4_06220822,False,False,True
388,388.0,15.0,2017_SBU4_06080671,False,False,False
389,389.0,15.0,2017_SBU4_05020004,False,False,True
390,390.0,15.0,2017_SBU4_05250917,False,True,False
391,391.0,15.0,2017_SBU4_05140391,False,False,True
392,392.0,15.0,2017_SBU4_06030822,False,False,False
393,393.0,15.0,2017_SBU4_03170067,False,False,True
394,394.0,15.0,2017_SBU4_01310391,False,False,False
395,395.0,15.0,2017_SBU4_04080414,False,False,False
396,396.0,15.0,2017_SBU4_03080122,False,False,True
397,397.0,15.0,2017_SBU4_02280309,False,False,False
398,398.0,15.0,2017_SBU4_04180491,False,False,False
399,399.0,15.0,2017_SBU4_03220623,False,False,False
400,400.0,15.0,2017_SBU4_05180882,False,True,False
401,401.0,15.0,2017_SBU4_03150932,False,False,True
402,402.0,15.0,2017_SBU4_05260132,False,True,False
403,403.0,15.0,2017_SBU4_04220891,False,False,False
404,404.0,15.0,2017_SBU4_06280114,False,False,False
405,405.0,15.0,2017_SBU4_04090484,False,False,False
406,406.0,15.0,2017_SBU4_02260060,False,False,False
407,407.0,15.0,2017_SBU4_04050099,False,False,False
408,408.0,15.0,2017_SBU4_07050905,False,True,False
409,409.0,15.0,2017_SBU4_05250745,False,True,True
410,410.0,15.0,2017_SBU4_05280531,False,False,False
411,411.0,15.0,2017_SBU4_04260309,False,False,False
412,412.0,15.0,2017_SBU4_02140760,False,False,True
413,413.0,15.0,2017_SBU4_06060416,False,False,True
414,414.0,15.0,2017_SBU4_05120148,False,False,False
415,415.0,15.0,2017_SBU4_04020740,False,False,True
416,416.0,15.0,2017_SBU4_05310117,False,True,False
417,417.0,15.0,2017_SBU4_07080268,False,False,False
418,418.0,15.0,2017_SBU4_02240836,False,False,False
419,419.0,15.0,2017_SBU4_07050916,False,False,False
420,420.0,15.0,2017_SBU4_02110452,False,False,True
421,421.0,15.0,2017_SBU4_06060380,False,False,False
422,422.0,15.0,2017_SBU4_06080743,False,True,False
423,423.0,15.0,2017_SBU4_02030718,False,False,True
424,424.0,15.0,2017_SBU4_06300339,False,False,False
425,425.0,15.0,2017_SBU4_05150417,False,False,True
426,426.0,15.0,2017_SBU4_04070334,False,False,False
427,427.0,15.0,2017_SBU4_06020656,False,True,False
428,428.0,15.0,2017_SBU4_05140387,False,False,False
429,429.0,15.0,2017_SBU4_05230482,False,True,False
430,430.0,15.0,2017_SBU4_02020642,False,False,True
431,431.0,15.0,2017_SBU4_06110200,False,False,False
432,432.0,15.0,2017_SBU4_02200391,False,False,True
433,433.0,15.0,2017_SBU4_06160723,False,False,True
434,434.0,15.0,2017_SBU4_02190364,False,False,True
435,435.0,15.0,2017_SBU4_05290708,False,True,False
436,436.0,15.0,2017_SBU4_07160345,False,True,False
437,437.0,15.0,2017_SBU4_02270201,False,False,False
438,438.0,15.0,2017_SBU4_05290716,False,True,False
439,439.0,15.0,2017_SBU4_05100806,False,False,True
440,440.0,15.0,2017_SBU4_04080375,False,False,True
441,441.0,15.0,2017_SBU4_04030920,False,False,False
442,442.0,15.0,2017_SBU4_05310212,False,True,False
443,443.0,15.0,2017_SBU4_02240803,False,False,True
444,444.0,15.0,2017_SBU4_02020551,False,False,True
445,445.0,15.0,2017_SBU4_03210471,False,False,True
446,446.0,15.0,2017_SBU4_06170879,False,True,False
447,447.0,15.0,2017_SBU4_06100973,False,False,False
448,448.0,15.0,2017_SBU4_05300005,False,True,False
449,449.0,15.0,2017_SBU4_02090288,False,False,False
450,450.0,15.0,2017_SBU4_02120619,False,False,True
451,451.0,15.0,2017_SBU4_04070328,False,False,False
452,452.0,15.0,2017_SBU4_02150876,False,False,True
453,453.0,15.0,2017_SBU4_03220647,False,False,True
454,454.0,15.0,2017_SBU4_03100368,False,False,False
455,455.0,15.0,2017_SBU4_06280167,False,False,True
456,456.0,15.0,2017_SBU4_05220373,False,False,False
457,457.0,15.0,2017_SBU4_07010433,False,False,False
458,458.0,15.0,2017_SBU4_02110519,False,False,True
459,459.0,15.0,2017_SBU4_03050844,False,False,False
460,460.0,15.0,2017_SBU4_05140406,False,False,True
461,461.0,15.0,2017_SBU4_04100610,False,False,False
462,462.0,15.0,2017_SBU4_05040191,False,True,False
463,463.0,15.0,2017_SBU4_05140338,False,False,False
464,464.0,15.0,2017_SBU4_03040758,False,False,True
465,465.0,15.0,2017_SBU4_02080149,False,False,True
466,466.0,15.0,2017_SBU4_03150875,False,False,True
467,467.0,15.0,2017_SBU4_02090272,False,False,True
468,468.0,15.0,2017_SBU4_06120292,False,False,False
469,469.0,15.0,2017_SBU4_02170077,False,False,True
470,470.0,15.0,2017_SBU4_07020500,False,False,True
471,471.0,15.0,2017_SBU4_06070584,False,False,False
472,472.0,15.0,2017_SBU4_03120629,False,False,True
473,473.0,15.0,2017_SBU4_05160572,False,False,False
474,474.0,15.0,2017_SBU4_02230753,False,False,False
475,475.0,15.0,2017_SBU4_06260214,False,False,False
476,476.0,15.0,2017_SBU4_06010483,False,True,False
477,477.0,15.0,2017_SBU4_05290602,False,False,True
478,478.0,15.0,2017_SBU4_06030780,False,False,True
479,479.0,15.0,2017_SBU4_02190354,False,False,True
480,480.0,15.0,2017_SBU4_05010883,False,False,False
481,481.0,15.0,2017_SBU4_06170966,False,True,False
482,482.0,15.0,2017_SBU4_03100320,False,False,True
483,483.0,15.0,2017_SBU4_02110521,False,False,True
484,484.0,15.0,2017_SBU4_03280219,False,False,False
485,485.0,15.0,2017_SBU4_06060399,False,False,False
486,486.0,15.0,2017_SBU4_06200458,False,True,False
487,487.0,15.0,2017_SBU4_03280218,False,False,False
488,488.0,15.0,2017_SBU4_05230431,False,False,False
489,489.0,15.0,2017_SBU4_06260278,False,False,True
490,490.0,15.0,2017_SBU4_05060398,False,False,False
491,491.0,15.0,2017_SBU4_07150205,False,True,False
492,492.0,15.0,2017_SBU4_06080691,False,True,False
493,493.0,15.0,2017_SBU4_03210547,False,False,True
494,494.0,15.0,2017_SBU4_07100456,False,False,False
495,495.0,15.0,2017_SBU4_06200363,False,False,False
496,496.0,15.0,2017_SBU4_05110022,False,True,False
