train_loss,epoch,step,val_loss,tst_loss
18446.572265625,0,443,,
21674.4609375,0,445,,
9776.3916015625,0,447,,
15062.673828125,0,449,,
16700.59375,0,451,,
11187.1787109375,0,453,,
12718.521484375,0,455,,
14479.83984375,0,457,,
15944.189453125,0,459,,
12781.318359375,0,461,,
10314.2529296875,0,463,,
18266.59375,0,465,,
19265.05078125,0,467,,
12681.041015625,0,469,,
12565.76171875,0,471,,
12475.1748046875,0,473,,
33382.3359375,0,475,,
10225.47265625,0,477,,
13778.1767578125,0,479,,
13021.6416015625,0,481,,
14257.40625,0,483,,
18600.333984375,0,485,,
13348.8408203125,0,487,,
11709.568359375,0,489,,
8450.80859375,0,491,,
12958.1435546875,0,493,,
12892.78125,0,495,,
10996.9072265625,0,497,,
11576.25,0,499,,
16591.59765625,0,501,,
12017.185546875,0,503,,
15723.068359375,0,505,,
14549.6533203125,0,507,,
9808.171875,0,509,,
14217.6162109375,0,511,,
8004.041015625,0,513,,
9783.603515625,0,515,,
9027.177734375,0,517,,
13855.5048828125,0,519,,
7972.4716796875,0,521,,
13435.44140625,0,523,,
11716.904296875,0,525,,
10929.185546875,0,527,,
7661.31494140625,0,529,,
12341.669921875,0,531,,
13751.13671875,0,533,,
7455.4052734375,0,535,,
13450.8701171875,0,537,,
10088.080078125,0,539,,
14299.662109375,0,541,,
9027.287109375,0,543,,
10425.1796875,0,545,,
11371.7119140625,0,547,,
14836.962890625,0,549,,
11325.16015625,0,551,,
11684.693359375,0,553,,
16633.69921875,0,555,,
12314.216796875,0,557,,
11034.7431640625,0,559,,
14905.671875,0,561,,
13334.4384765625,0,563,,
10699.82421875,0,565,,
11399.275390625,0,567,,
7756.43798828125,0,569,,
13250.095703125,0,571,,
9594.3515625,0,573,,
12456.73828125,0,575,,
12927.1123046875,0,577,,
10696.44140625,0,579,,
13811.83203125,0,581,,
11166.341796875,0,583,,
14529.90625,0,585,,
13446.63671875,0,587,,
8646.81640625,0,589,,
11176.591796875,0,591,,
9123.28515625,0,593,,
9099.64453125,0,595,,
9401.783203125,0,597,,
12832.232421875,0,599,,
12196.4453125,0,601,,
10822.54296875,0,603,,
12264.396484375,0,605,,
12839.9609375,0,607,,
12004.3857421875,0,609,,
11728.365234375,0,611,,
10032.29296875,0,613,,
12436.841796875,0,615,,
10798.94140625,0,617,,
12289.48828125,0,619,,
10876.650390625,0,621,,
13120.158203125,0,623,,
6770.310546875,0,625,,
9776.705078125,0,627,,
9421.263671875,0,629,,
5993.3056640625,0,631,,
11136.3154296875,0,633,,
13347.9365234375,0,635,,
11214.041015625,0,637,,
11552.7275390625,0,639,,
12705.0380859375,0,641,,
11764.7421875,0,643,,
9320.6220703125,0,645,,
13297.400390625,0,647,,
10082.1123046875,0,649,,
14324.3232421875,0,651,,
14253.171875,0,653,,
11562.9453125,0,655,,
8630.46875,0,657,,
12950.044921875,0,659,,
11629.29296875,0,661,,
14552.71484375,0,663,,
8714.09765625,0,665,,
16710.130859375,0,667,,
10085.1171875,0,669,,
9275.505859375,0,671,,
8547.30078125,0,673,,
12109.1826171875,0,675,,
9061.51171875,0,677,,
11534.865234375,0,679,,
10019.4453125,0,681,,
13043.197265625,0,683,,
9980.0810546875,0,685,,
10055.46484375,0,687,,
9884.4462890625,0,689,,
8855.052734375,0,691,,
9755.162109375,0,693,,
11035.455078125,0,695,,
10012.939453125,0,697,,
9480.494140625,0,699,,
17475.3046875,0,701,,
11106.9140625,0,703,,
10664.650390625,0,705,,
9292.095703125,0,707,,
12020.9794921875,0,709,,
10589.2880859375,0,711,,
10676.0927734375,0,713,,
11840.353515625,0,715,,
11680.4873046875,0,717,,
14363.9423828125,0,719,,
15543.7626953125,0,721,,
10057.818359375,0,723,,
19645.447265625,0,725,,
14631.984375,0,727,,
20076.611328125,0,729,,
11639.0078125,0,731,,
11701.7177734375,0,733,,
12123.9296875,0,735,,
10498.1875,0,737,,
10019.505859375,0,739,,
10109.732421875,0,741,,
11894.4384765625,0,743,,
10856.451171875,0,745,,
10164.052734375,0,747,,
10553.107421875,0,749,,
8218.7236328125,0,751,,
10299.96484375,0,753,,
13718.150390625,0,755,,
9020.689453125,0,757,,
11358.63671875,0,759,,
10775.7421875,0,761,,
7744.9873046875,0,763,,
10184.94921875,0,765,,
10351.751953125,0,767,,
11223.2158203125,0,769,,
9761.470703125,0,771,,
11567.3798828125,0,773,,
10679.771484375,0,775,,
11883.95703125,0,777,,
8683.1513671875,0,779,,
9471.224609375,0,781,,
8177.8916015625,0,783,,
9134.134765625,0,785,,
10992.8125,0,787,,
7510.2587890625,0,789,,
14592.99609375,0,791,,
10937.5087890625,0,793,,
9364.056640625,0,795,,
13186.70703125,0,797,,
10345.1259765625,0,799,,
9413.65625,0,801,,
16035.87109375,0,803,,
10706.787109375,0,805,,
13275.4697265625,0,807,,
8112.8037109375,0,809,,
8796.0517578125,0,811,,
16642.5078125,0,813,,
10958.140625,0,815,,
11821.576171875,0,817,,
10518.2626953125,0,819,,
11409.15625,0,821,,
11560.830078125,0,823,,
8139.68017578125,0,825,,
12622.140625,0,827,,
9971.71484375,0,829,,
8992.8701171875,0,831,,
14863.7197265625,0,833,,
10233.703125,0,835,,
27346.67578125,0,837,,
7795.68017578125,0,839,,
13926.7255859375,0,841,,
12845.5625,0,843,,
11242.3486328125,0,845,,
10906.890625,0,847,,
15717.341796875,0,849,,
8922.869140625,0,851,,
9627.177734375,0,853,,
10303.9755859375,0,855,,
10453.673828125,0,857,,
9632.150390625,0,859,,
15712.5205078125,0,861,,
14274.9638671875,0,863,,
8040.47265625,0,865,,
9303.482421875,0,867,,
9721.1572265625,0,869,,
9393.6806640625,0,871,,
7701.6513671875,0,873,,
15547.2265625,0,875,,
12030.052734375,0,877,,
15227.259765625,0,879,,
18537.421875,0,881,,
10305.62890625,0,883,,
11449.927734375,0,885,,
9912.0068359375,0,887,,
14801.662109375,0,889,,
9842.03125,0,891,,
13962.849609375,0,893,,
10991.212890625,0,895,,
17203.55859375,0,897,,
14000.900390625,0,899,,
9290.94921875,0,901,,
8415.6865234375,0,903,,
11304.1201171875,0,905,,
19255.96875,0,907,,
12740.4609375,0,909,,
12723.015625,0,911,,
14137.548828125,0,913,,
9643.306640625,0,915,,
18357.970703125,0,917,,
8682.73828125,0,919,,
11604.8876953125,0,921,,
9619.546875,0,923,,
8653.5107421875,0,925,,
11688.7275390625,0,927,,
10022.8916015625,0,929,,
14076.634765625,0,931,,
10049.3251953125,0,933,,
8772.4140625,0,935,,
8778.1259765625,0,937,,
10488.21484375,0,939,,
10682.3505859375,0,941,,
11001.3984375,0,943,,
10955.376953125,0,945,,
10272.775390625,0,947,,
11384.1298828125,0,949,,
11049.89453125,0,951,,
10204.1484375,0,953,,
9991.5849609375,0,955,,
9344.7998046875,0,957,,
8129.8896484375,0,959,,
13051.0498046875,0,961,,
8498.98828125,0,963,,
8157.4814453125,0,965,,
9174.5654296875,0,967,,
9796.3564453125,0,969,,
16441.4609375,0,971,,
8905.498046875,0,973,,
10240.41796875,0,975,,
11026.658203125,0,977,,
9962.279296875,0,979,,
9626.640625,0,981,,
9805.21875,0,983,,
9938.982421875,0,985,,
9212.421875,0,987,,
11920.09765625,0,989,,
10793.6484375,0,991,,
8667.09375,0,993,,
9436.150390625,0,995,,
11053.181640625,0,997,,
16233.751953125,0,999,,
8952.123046875,0,1001,,
8768.9208984375,0,1003,,
12572.6552734375,0,1005,,
10843.15625,0,1007,,
11097.607421875,0,1009,,
14103.712890625,0,1011,,
12541.9755859375,0,1013,,
16264.9677734375,0,1015,,
11795.291015625,0,1017,,
10227.482421875,0,1019,,
12611.806640625,0,1021,,
8848.93359375,0,1023,,
10852.5634765625,0,1025,,
9263.1689453125,0,1027,,
12310.4375,0,1029,,
10756.8369140625,0,1031,,
15821.0546875,0,1033,,
11124.578125,0,1035,,
11410.6767578125,0,1037,,
8699.046875,0,1039,,
8503.671875,0,1041,,
12605.818359375,0,1043,,
11606.53515625,0,1045,,
11285.369140625,0,1047,,
11988.73828125,0,1049,,
14623.697265625,0,1051,,
9797.6328125,0,1053,,
7990.7939453125,0,1055,,
15642.509765625,0,1057,,
13232.828125,0,1059,,
10983.908203125,0,1061,,
9858.880859375,0,1063,,
11186.7822265625,0,1065,,
8644.2451171875,0,1067,,
10696.2216796875,0,1069,,
8338.5966796875,0,1071,,
9197.431640625,0,1073,,
10193.4140625,0,1075,,
20652.943359375,0,1077,,
20598.41015625,0,1079,,
22965.4765625,0,1081,,
13337.6640625,0,1083,,
10935.998046875,0,1085,,
8759.07421875,0,1087,,
9661.68359375,0,1089,,
10646.068359375,0,1091,,
10785.1357421875,0,1093,,
10937.087890625,0,1095,,
11687.51171875,0,1097,,
9934.90234375,0,1099,,
13539.70703125,0,1101,,
9557.4609375,0,1103,,
11004.2158203125,0,1105,,
10475.208984375,0,1107,,
9777.185546875,0,1109,,
7452.73828125,0,1111,,
12539.978515625,0,1113,,
9478.45703125,0,1115,,
9588.6044921875,0,1117,,
10441.380859375,0,1119,,
9082.1865234375,0,1121,,
11919.01953125,0,1123,,
7291.56640625,0,1125,,
9565.5556640625,0,1127,,
10313.58203125,0,1129,,
8423.95703125,0,1131,,
11805.03515625,0,1133,,
9089.453125,0,1135,,
8596.6611328125,0,1137,,
9711.599609375,0,1139,,
7458.68212890625,0,1141,,
9624.201171875,0,1143,,
10181.384765625,0,1145,,
7739.267578125,0,1147,,
8396.1953125,0,1149,,
7816.55322265625,0,1151,,
10899.1484375,0,1153,,
7761.720703125,0,1155,,
8462.6845703125,0,1157,,
9787.84765625,0,1159,,
11200.2451171875,0,1161,,
10038.9140625,0,1163,,
10206.30078125,0,1165,,
12342.943359375,0,1167,,
9387.93359375,0,1169,,
8096.154296875,0,1171,,
12536.9560546875,0,1173,,
7809.599609375,0,1175,,
9842.4453125,0,1177,,
10200.0537109375,0,1179,,
5972.23828125,0,1181,,
9073.287109375,0,1183,,
9960.21875,0,1185,,
7545.68603515625,0,1187,,
8620.0224609375,0,1189,,
8612.3388671875,0,1191,,
7928.9208984375,0,1193,,
10093.5859375,0,1195,,
10788.33984375,0,1197,,
8777.1904296875,0,1199,,
8615.373046875,0,1201,,
9485.0927734375,0,1203,,
6052.12353515625,0,1205,,
9526.2841796875,0,1207,,
8402.806640625,0,1209,,
10811.0234375,0,1211,,
6662.60498046875,0,1213,,
10812.505859375,0,1215,,
8998.091796875,0,1217,,
10668.2392578125,0,1219,,
8803.9267578125,0,1221,,
9175.0771484375,0,1223,,
10640.390625,0,1225,,
11571.8681640625,0,1227,,
8063.44970703125,0,1229,,
9581.5546875,0,1231,,
9250.6416015625,0,1233,,
12432.3837890625,0,1235,,
7616.32080078125,0,1237,,
8867.921875,0,1239,,
8034.30029296875,0,1241,,
7949.92041015625,0,1243,,
7562.72412109375,0,1245,,
8740.177734375,0,1247,,
12910.6572265625,0,1249,,
13216.0458984375,0,1251,,
9170.6142578125,0,1253,,
7612.5693359375,0,1255,,
11614.443359375,0,1257,,
8374.2958984375,0,1259,,
8708.2421875,0,1261,,
7186.5390625,0,1263,,
7675.52099609375,0,1265,,
9447.66796875,0,1267,,
11692.767578125,0,1269,,
7693.666015625,0,1271,,
11255.169921875,0,1273,,
7937.755859375,0,1275,,
7555.82080078125,0,1277,,
10879.671875,0,1279,,
8435.1669921875,0,1281,,
7472.1572265625,0,1283,,
9953.142578125,0,1285,,
9062.525390625,0,1287,,
6983.12109375,0,1289,,
6583.66064453125,0,1291,,
9846.330078125,0,1293,,
9110.654296875,0,1295,,
6357.4033203125,0,1297,,
8196.0078125,0,1299,,
10998.548828125,0,1301,,
8224.0595703125,0,1303,,
8884.0146484375,0,1305,,
10154.0703125,0,1307,,
6958.1708984375,0,1309,,
11144.580078125,0,1311,,
10231.5185546875,0,1313,,
9498.05078125,0,1315,,
7473.72412109375,0,1317,,
12362.755859375,0,1319,,
11478.58203125,0,1321,,
7955.333984375,0,1323,,
10143.21484375,0,1325,,
11629.5029296875,0,1327,,
11298.2373046875,0,1329,,
11227.208984375,0,1331,,
9488.9921875,0,1333,,
10672.080078125,0,1335,,
8824.8916015625,0,1337,,
9608.7158203125,0,1339,,
9505.1650390625,0,1341,,
10512.587890625,0,1343,,
7946.33642578125,0,1345,,
12565.251953125,0,1347,,
6185.13623046875,0,1349,,
11483.6796875,0,1351,,
9156.595703125,0,1353,,
10405.8056640625,0,1355,,
8432.6044921875,0,1357,,
11327.7646484375,0,1359,,
9592.458984375,0,1361,,
6779.90625,0,1363,,
12840.6201171875,0,1365,,
8046.529296875,0,1367,,
6866.77978515625,0,1369,,
10792.2392578125,0,1371,,
9730.9921875,0,1373,,
7554.2861328125,0,1375,,
13246.25,0,1377,,
8340.681640625,0,1379,,
9493.875,0,1381,,
8073.03662109375,0,1383,,
9147.671875,0,1385,,
8972.802734375,0,1387,,
9862.876953125,0,1389,,
12833.453125,0,1391,,
10772.9140625,0,1393,,
9824.630859375,0,1395,,
10477.54296875,0,1397,,
9781.896484375,0,1399,,
8578.9853515625,0,1401,,
8203.458984375,0,1403,,
10582.130859375,0,1405,,
9757.158203125,0,1407,,
8835.5546875,0,1409,,
9221.9619140625,0,1411,,
8378.361328125,0,1413,,
11886.505859375,0,1415,,
6268.03515625,0,1417,,
10891.8671875,0,1419,,
6872.3310546875,0,1421,,
9944.181640625,0,1423,,
10401.9931640625,0,1425,,
10275.0966796875,0,1427,,
9593.65625,0,1429,,
8486.916015625,0,1431,,
13063.2294921875,0,1433,,
11276.251953125,0,1435,,
7568.4560546875,0,1437,,
10511.6162109375,0,1439,,
11363.767578125,0,1441,,
7459.4921875,0,1443,,
10104.1416015625,0,1445,,
12005.59765625,0,1447,,
10680.578125,0,1449,,
7699.40087890625,0,1451,,
7645.59521484375,0,1453,,
9993.6494140625,0,1455,,
12961.2578125,0,1457,,
8692.3671875,0,1459,,
10676.0517578125,0,1461,,
11421.7314453125,0,1463,,
8816.828125,0,1465,,
10473.0693359375,0,1467,,
7669.9541015625,0,1469,,
9003.9296875,0,1471,,
8753.458984375,0,1473,,
9396.162109375,0,1475,,
10671.3134765625,0,1477,,
10738.498046875,0,1479,,
9021.6337890625,0,1481,,
7728.869140625,0,1483,,
8151.328125,0,1485,,
8456.1982421875,0,1487,,
8714.798828125,0,1489,,
8693.9404296875,0,1491,,
9781.923828125,0,1493,,
6692.6787109375,0,1495,,
10437.5595703125,0,1497,,
9177.705078125,0,1499,,
7576.05517578125,0,1501,,
6544.7255859375,0,1503,,
9707.74609375,0,1505,,
8362.212890625,0,1507,,
8613.4296875,0,1509,,
8640.8232421875,0,1511,,
9789.0703125,0,1513,,
9182.13671875,0,1515,,
11177.5234375,0,1517,,
8384.55859375,0,1519,,
10772.322265625,0,1521,,
8077.82080078125,0,1523,,
9528.892578125,0,1525,,
18012.935546875,0,1527,,
8916.69140625,0,1529,,
8196.583984375,0,1531,,
11807.4501953125,0,1533,,
9656.890625,0,1535,,
6756.6572265625,0,1537,,
8418.552734375,0,1539,,
7941.69775390625,0,1541,,
5991.26806640625,0,1543,,
10105.22265625,0,1545,,
7847.4765625,0,1547,,
8635.2236328125,0,1549,,
10458.05078125,0,1551,,
9332.9697265625,0,1553,,
7707.29443359375,0,1555,,
6578.4296875,0,1557,,
8920.82421875,0,1559,,
7719.1787109375,0,1561,,
7615.65625,0,1563,,
9135.73828125,0,1565,,
11278.01953125,0,1567,,
10724.470703125,0,1569,,
9152.248046875,0,1571,,
10400.8486328125,0,1573,,
8586.611328125,0,1575,,
10110.447265625,0,1577,,
10793.6171875,0,1579,,
7142.921875,0,1581,,
11507.00390625,0,1583,,
11336.859375,0,1585,,
13057.3828125,0,1587,,
11555.810546875,0,1589,,
10960.7177734375,0,1591,,
12382.9921875,0,1593,,
7851.240234375,0,1595,,
9292.84765625,0,1597,,
8418.54296875,0,1599,,
9116.54296875,0,1601,,
8622.1953125,0,1603,,
9777.2158203125,0,1605,,
7401.4013671875,0,1607,,
8214.7412109375,0,1609,,
9517.390625,0,1611,,
11232.75,0,1613,,
10724.1806640625,0,1615,,
12196.3173828125,0,1617,,
6559.5322265625,0,1619,,
18793.97265625,0,1621,,
7335.68359375,0,1623,,
10462.71875,0,1625,,
11978.5087890625,0,1627,,
7488.46923828125,0,1629,,
13983.609375,0,1631,,
9717.873046875,0,1633,,
9364.068359375,0,1635,,
9282.1982421875,0,1637,,
6287.3251953125,0,1639,,
13142.986328125,0,1641,,
8812.8828125,0,1643,,
9458.611328125,0,1645,,
8437.623046875,0,1647,,
7113.69384765625,0,1649,,
8997.2939453125,0,1651,,
7397.1640625,0,1653,,
8452.1083984375,0,1655,,
8614.5625,0,1657,,
10549.30859375,0,1659,,
10338.04296875,0,1661,,
10395.6904296875,0,1663,,
7660.31396484375,0,1665,,
9718.63671875,0,1667,,
9359.744140625,0,1669,,
10359.21875,0,1671,,
13254.7890625,0,1673,,
10003.486328125,0,1675,,
9542.84765625,0,1677,,
8637.583984375,0,1679,,
8019.0498046875,0,1681,,
8582.26953125,0,1683,,
7508.5087890625,0,1685,,
12045.900390625,0,1687,,
9400.2421875,0,1689,,
7435.51416015625,0,1691,,
8019.515625,0,1693,,
9485.08984375,0,1695,,
8873.189453125,0,1697,,
11266.1796875,0,1699,,
15324.2333984375,0,1701,,
6609.96923828125,0,1703,,
8456.427734375,0,1705,,
7926.00146484375,0,1707,,
7833.443359375,0,1709,,
6790.2958984375,0,1711,,
8264.09375,0,1713,,
10867.259765625,0,1715,,
11469.0791015625,0,1717,,
10943.77734375,0,1719,,
7286.79541015625,0,1721,,
6850.9619140625,0,1723,,
7213.2509765625,0,1725,,
8261.4228515625,0,1727,,
9070.3525390625,0,1729,,
5241.9873046875,0,1731,,
8631.4560546875,0,1733,,
7552.8564453125,0,1735,,
10736.087890625,0,1737,,
8024.0498046875,0,1739,,
6576.0625,0,1741,,
10188.548828125,0,1743,,
8998.0849609375,0,1745,,
10002.193359375,0,1747,,
9327.8818359375,0,1749,,
6617.439453125,0,1751,,
7949.49609375,0,1753,,
11233.076171875,0,1755,,
9111.7265625,0,1757,,
11190.02734375,0,1759,,
7067.90380859375,0,1761,,
7706.66357421875,0,1763,,
7028.0400390625,0,1765,,
10014.154296875,0,1767,,
6680.708984375,0,1769,,
8152.26953125,0,1771,,
9999.7734375,0,1773,,
7228.607421875,0,1775,,
9559.5390625,0,1777,,
10591.3125,0,1779,,
7396.61279296875,0,1781,,
10056.0,0,1783,,
8326.033203125,0,1785,,
8133.9443359375,0,1787,,
9506.10546875,0,1789,,
6766.1962890625,0,1791,,
5368.4267578125,0,1793,,
7714.8662109375,0,1795,,
6667.8203125,0,1797,,
9957.8125,0,1799,,
8688.658203125,0,1801,,
7140.0859375,0,1803,,
5990.0341796875,0,1805,,
9638.0234375,0,1807,,
10297.9677734375,0,1809,,
6580.408203125,0,1811,,
6970.89404296875,0,1813,,
7879.8994140625,0,1815,,
9622.802734375,0,1817,,
10900.5244140625,0,1819,,
9470.517578125,0,1821,,
7934.72216796875,0,1823,,
9603.1923828125,0,1825,,
6970.55908203125,0,1827,,
8655.677734375,0,1829,,
8892.53125,0,1831,,
9901.861328125,0,1833,,
6644.0927734375,0,1835,,
8085.3740234375,0,1837,,
11434.4462890625,0,1839,,
11626.2998046875,0,1841,,
9813.173828125,0,1843,,
9332.765625,0,1845,,
9289.0380859375,0,1847,,
7219.728515625,0,1849,,
6467.11279296875,0,1851,,
7556.5166015625,0,1853,,
8190.2802734375,0,1855,,
6055.67724609375,0,1857,,
7414.533203125,0,1859,,
9189.658203125,0,1861,,
7122.1845703125,0,1863,,
8256.583984375,0,1865,,
7797.6474609375,0,1867,,
9464.6435546875,0,1869,,
9220.25,0,1871,,
11221.2431640625,0,1873,,
10876.755859375,0,1875,,
7468.9013671875,0,1877,,
9201.7734375,0,1879,,
7684.18115234375,0,1881,,
8322.67578125,0,1883,,
7241.203125,0,1885,,
7193.92578125,0,1887,,
10180.59375,0,1889,,
6076.83837890625,0,1891,,
10567.2041015625,0,1893,,
8759.458984375,0,1895,,
9375.90625,0,1897,,
7478.49609375,0,1899,,
8513.4228515625,0,1901,,
9074.939453125,0,1903,,
16678.37890625,0,1905,,
6922.6748046875,0,1907,,
9804.3291015625,0,1909,,
7960.91748046875,0,1911,,
9573.677734375,0,1913,,
10278.7158203125,0,1915,,
6812.62890625,0,1917,,
11182.9658203125,0,1919,,
7392.630859375,0,1921,,
6796.73828125,0,1923,,
9044.923828125,0,1925,,
6785.27490234375,0,1927,,
6989.63720703125,0,1929,,
6377.5302734375,0,1931,,
10640.2265625,0,1933,,
7173.4970703125,0,1935,,
6623.63330078125,0,1937,,
7070.9375,0,1939,,
9859.16015625,0,1941,,
7486.54296875,0,1943,,
9976.20703125,0,1945,,
7508.26171875,0,1947,,
7127.4951171875,0,1949,,
7318.1015625,0,1951,,
10758.0703125,0,1953,,
10337.4140625,0,1955,,
8325.2333984375,0,1957,,
7632.88818359375,0,1959,,
11222.66015625,0,1961,,
8273.375,0,1963,,
9990.0419921875,0,1965,,
9372.01953125,0,1967,,
7065.4501953125,0,1969,,
8737.23828125,0,1971,,
8113.861328125,0,1973,,
8058.7685546875,0,1975,,
8482.8291015625,0,1977,,
8183.99462890625,0,1979,,
8178.5576171875,0,1981,,
9301.083984375,0,1983,,
8380.7998046875,0,1985,,
8897.92578125,0,1987,,
8166.7216796875,0,1989,,
7348.541015625,0,1991,,
17967.67578125,0,1993,,
8835.5078125,0,1995,,
7717.52587890625,0,1997,,
7201.01416015625,0,1999,,
9670.404296875,0,2001,,
6364.4111328125,0,2003,,
7426.91796875,0,2005,,
6637.396484375,0,2007,,
8514.798828125,0,2009,,
11105.57421875,0,2011,,
9651.0146484375,0,2013,,
8549.828125,0,2015,,
6787.2666015625,0,2017,,
8603.9951171875,0,2019,,
9065.47265625,0,2021,,
6540.181640625,0,2023,,
7454.91015625,0,2025,,
6910.6083984375,0,2027,,
7951.6640625,0,2029,,
9928.4462890625,0,2031,,
7397.7001953125,0,2033,,
7492.9404296875,0,2035,,
