train_loss,train_acc,step,epoch,val_loss,val_acc,tst_acc,tst_loss
0.6999025940895081,0.375,119,1,,,,
0.6827741265296936,0.6875,120,1,,,,
0.6883411407470703,0.5625,121,1,,,,
0.6988545060157776,0.4375,122,1,,,,
0.6944175958633423,0.5,123,1,,,,
0.6825801134109497,0.625,124,1,,,,
0.6819239854812622,0.625,125,1,,,,
0.6875890493392944,0.5625,126,1,,,,
0.6882981061935425,0.5625,127,1,,,,
0.6872507333755493,0.5625,128,1,,,,
0.7026412487030029,0.4375,129,1,,,,
0.6729294061660767,0.6875,130,1,,,,
0.701973021030426,0.4375,131,1,,,,
0.7078785300254822,0.375,132,1,,,,
0.6879560947418213,0.5625,133,1,,,,
0.6830793619155884,0.625,134,1,,,,
0.687874436378479,0.5625,135,1,,,,
0.7068372964859009,0.375,136,1,,,,
0.7070847153663635,0.375,137,1,,,,
0.6792154312133789,0.6875,138,1,,,,
0.6777950525283813,0.75,139,1,,,,
0.6975507140159607,0.4375,140,1,,,,
0.7016119360923767,0.375,141,1,,,,
0.6898828744888306,0.5625,142,1,,,,
0.6866209506988525,0.625,143,1,,,,
0.6970029473304749,0.4375,144,1,,,,
0.6944770812988281,0.5,145,1,,,,
0.6947833299636841,0.4375,146,1,,,,
0.6939126253128052,0.4375,147,1,,,,
0.6934840679168701,0.375,148,1,,,,
0.6924781203269958,0.5625,149,1,,,,
0.693822979927063,0.4375,150,1,,,,
0.6935369968414307,0.4375,151,1,,,,
0.692744255065918,0.5,152,1,,,,
0.6963730454444885,0.375,153,1,,,,
0.6955101490020752,0.4375,154,1,,,,
0.6806498169898987,0.8571428656578064,155,1,,,,
,,155,1,0.6910158395767212,0.5064516067504883,,
0.6976357698440552,0.4375,156,2,,,,
0.7130411863327026,0.25,157,2,,,,
0.7041410803794861,0.375,158,2,,,,
0.6798927783966064,0.6875,159,2,,,,
0.7082028985023499,0.3125,160,2,,,,
0.6862549781799316,0.625,161,2,,,,
0.6863695979118347,0.625,162,2,,,,
0.6901785135269165,0.5625,163,2,,,,
0.7053859829902649,0.3125,164,2,,,,
0.6900969743728638,0.5625,165,2,,,,
0.7002983093261719,0.3125,166,2,,,,
0.6903176307678223,0.6875,167,2,,,,
0.6932674646377563,0.5,168,2,,,,
0.6942470073699951,0.4375,169,2,,,,
0.6933044195175171,0.5,170,2,,,,
0.692983865737915,0.5,171,2,,,,
0.6934548616409302,0.5,172,2,,,,
0.6874938011169434,0.625,173,2,,,,
0.6933386921882629,0.5,174,2,,,,
0.6906051635742188,0.5625,175,2,,,,
0.6908193826675415,0.5625,176,2,,,,
0.6929410696029663,0.5,177,2,,,,
0.6936718225479126,0.5,178,2,,,,
0.6906697154045105,0.5625,179,2,,,,
0.6930131316184998,0.5,180,2,,,,
0.6931142210960388,0.5,181,2,,,,
0.692071795463562,0.5625,182,2,,,,
0.6974837779998779,0.375,183,2,,,,
0.6899610161781311,0.625,184,2,,,,
0.694717288017273,0.4375,185,2,,,,
0.6911455392837524,0.625,186,2,,,,
0.6934180855751038,0.5,187,2,,,,
0.6927697658538818,0.6875,188,2,,,,
0.6941696405410767,0.375,189,2,,,,
0.693061351776123,0.5,190,2,,,,
0.6869282126426697,0.6875,191,2,,,,
0.6906431913375854,0.5625,192,2,,,,
0.6972312927246094,0.4375,193,2,,,,
0.6979370713233948,0.4375,194,2,,,,
0.6935936808586121,0.5,195,2,,,,
0.701663613319397,0.375,196,2,,,,
0.6818585991859436,0.6875,197,2,,,,
0.701852560043335,0.375,198,2,,,,
0.6895319223403931,0.5625,199,2,,,,
0.6898966431617737,0.5625,200,2,,,,
0.6936275362968445,0.5,201,2,,,,
0.7006532549858093,0.375,202,2,,,,
0.6904617547988892,0.5625,203,2,,,,
0.6897580027580261,0.625,204,2,,,,
0.6902430057525635,0.625,205,2,,,,
0.6932079792022705,0.5,206,2,,,,
0.6928983926773071,0.5,207,2,,,,
0.6928682923316956,0.5,208,2,,,,
0.6932878494262695,0.4375,209,2,,,,
0.6936730742454529,0.4375,210,2,,,,
0.6936962604522705,0.4375,211,2,,,,
0.6932339668273926,0.4375,212,2,,,,
0.6939501762390137,0.4375,213,2,,,,
0.6930936574935913,0.4375,214,2,,,,
0.6932578682899475,0.4375,215,2,,,,
0.6930825710296631,0.5625,216,2,,,,
0.6935545206069946,0.3125,217,2,,,,
0.693279504776001,0.5,218,2,,,,
0.6930034160614014,0.5,219,2,,,,
0.6926634311676025,0.625,220,2,,,,
0.6917004585266113,0.625,221,2,,,,
0.6931617259979248,0.5,222,2,,,,
0.6933668851852417,0.5,223,2,,,,
0.7016298174858093,0.375,224,2,,,,
0.6936455368995667,0.5,225,2,,,,
0.6822562217712402,0.625,226,2,,,,
0.6879767179489136,0.5625,227,2,,,,
0.7029365301132202,0.4375,228,2,,,,
0.6866380572319031,0.5625,229,2,,,,
0.7353933453559875,0.25,230,2,,,,
0.6861423254013062,0.5625,231,2,,,,
0.6775527596473694,0.625,232,2,,,,
0.6853534579277039,0.5714285969734192,233,2,,,,
,,233,2,0.6951800584793091,0.4974910318851471,,
0.6957683563232422,0.5,234,3,,,,
0.686342716217041,0.5625,235,3,,,,
0.6867380738258362,0.5625,236,3,,,,
0.6969977617263794,0.5,237,3,,,,
0.6545865535736084,0.75,238,3,,,,
0.7077175378799438,0.4375,239,3,,,,
0.6868541240692139,0.5625,240,3,,,,
0.6749976277351379,0.625,241,3,,,,
0.6857643127441406,0.5625,242,3,,,,
0.6967101693153381,0.5,243,3,,,,
0.7470786571502686,0.1875,244,3,,,,
0.6959021091461182,0.5,245,3,,,,
0.6874740123748779,0.5625,246,3,,,,
0.683487057685852,0.625,247,3,,,,
0.6935136318206787,0.5,248,3,,,,
0.6930289268493652,0.5,249,3,,,,
0.6941271424293518,0.4375,250,3,,,,
0.7027085423469543,0.3125,251,3,,,,
0.6973548531532288,0.4375,252,3,,,,
0.7194641828536987,0.1875,253,3,,,,
0.6891108751296997,0.5625,254,3,,,,
0.6829956769943237,0.625,255,3,,,,
0.7003423571586609,0.4375,256,3,,,,
0.6759587526321411,0.6875,257,3,,,,
0.7009738683700562,0.4375,258,3,,,,
0.6678563356399536,0.75,259,3,,,,
0.6871303915977478,0.5625,260,3,,,,
0.6699885725975037,0.6875,261,3,,,,
0.7057958841323853,0.4375,262,3,,,,
0.6761921048164368,0.625,263,3,,,,
0.7411246299743652,0.25,264,3,,,,
0.7521460056304932,0.1875,265,3,,,,
0.6759634613990784,0.625,266,3,,,,
0.7061983346939087,0.4375,267,3,,,,
0.7053683996200562,0.4375,268,3,,,,
0.7033560872077942,0.4375,269,3,,,,
0.708297848701477,0.375,270,3,,,,
0.6942869424819946,0.5,271,3,,,,
0.6934189200401306,0.5,272,3,,,,
0.6947638988494873,0.4375,273,3,,,,
0.6929749250411987,0.5,274,3,,,,
0.6919339895248413,0.625,275,3,,,,
0.6927281618118286,0.5,276,3,,,,
0.6799601316452026,0.8125,277,3,,,,
0.7144664525985718,0.1875,278,3,,,,
0.6984997391700745,0.4375,279,3,,,,
0.6733428835868835,0.75,280,3,,,,
0.6946655511856079,0.5,281,3,,,,
0.7016352415084839,0.4375,282,3,,,,
0.7014287710189819,0.4375,283,3,,,,
0.7014523148536682,0.4375,284,3,,,,
0.6563575267791748,0.875,285,3,,,,
0.6945270895957947,0.5,286,3,,,,
0.7224152088165283,0.25,287,3,,,,
0.7024127244949341,0.4375,288,3,,,,
0.6820774078369141,0.625,289,3,,,,
0.688448965549469,0.5625,290,3,,,,
0.6834889650344849,0.625,291,3,,,,
0.6939463019371033,0.5,292,3,,,,
0.6790399551391602,0.6875,293,3,,,,
0.6943023204803467,0.5,294,3,,,,
0.6941125392913818,0.5,295,3,,,,
0.6990190744400024,0.4375,296,3,,,,
0.6944742202758789,0.5,297,3,,,,
0.6853318214416504,0.625,298,3,,,,
0.6996936202049255,0.375,299,3,,,,
0.6911989450454712,0.5625,300,3,,,,
0.694886326789856,0.4375,301,3,,,,
0.6933214068412781,0.5,302,3,,,,
0.6920284628868103,0.5625,303,3,,,,
0.6943941116333008,0.4375,304,3,,,,
0.696245551109314,0.3125,305,3,,,,
0.6944321393966675,0.4375,306,3,,,,
0.6939681768417358,0.4375,307,3,,,,
0.6929017305374146,0.625,308,3,,,,
0.6929547786712646,0.5,309,3,,,,
0.6948763132095337,0.4375,310,3,,,,
0.6904944777488708,0.5714285969734192,311,3,,,,
,,311,3,0.6930428147315979,0.5007168650627136,,
0.6876381039619446,0.625,312,4,,,,
0.6866193413734436,0.625,313,4,,,,
0.6972357630729675,0.4375,314,4,,,,
0.6894703507423401,0.5625,315,4,,,,
0.6972578763961792,0.4375,316,4,,,,
0.6902021169662476,0.5625,317,4,,,,
0.6932901740074158,0.5,318,4,,,,
0.6960501670837402,0.4375,319,4,,,,
0.6955825090408325,0.4375,320,4,,,,
0.6932224035263062,0.5,321,4,,,,
0.6948696374893188,0.4375,322,4,,,,
0.6889519691467285,0.6875,323,4,,,,
0.6957044005393982,0.375,324,4,,,,
0.6929984092712402,0.5,325,4,,,,
0.6956877708435059,0.375,326,4,,,,
0.693139374256134,0.5,327,4,,,,
0.6951433420181274,0.4375,328,4,,,,
0.6891987323760986,0.625,329,4,,,,
0.6954026222229004,0.4375,330,4,,,,
0.6985615491867065,0.3125,331,4,,,,
0.6971650719642639,0.3125,332,4,,,,
0.6931723952293396,0.5,333,4,,,,
0.6928558349609375,0.5625,334,4,,,,
0.6909121870994568,0.625,335,4,,,,
0.6914187669754028,0.5625,336,4,,,,
0.6997995376586914,0.375,337,4,,,,
0.6830604672431946,0.6875,338,4,,,,
0.6803085803985596,0.6875,339,4,,,,
0.7003173828125,0.4375,340,4,,,,
0.7183150053024292,0.25,341,4,,,,
0.7051537036895752,0.375,342,4,,,,
0.6936057806015015,0.5,343,4,,,,
0.697048544883728,0.4375,344,4,,,,
0.6888419985771179,0.625,345,4,,,,
0.6953544616699219,0.375,346,4,,,,
0.6931546926498413,0.4375,347,4,,,,
0.6932847499847412,0.5,348,4,,,,
0.6915702223777771,0.5625,349,4,,,,
0.6949117183685303,0.4375,350,4,,,,
0.6947161555290222,0.4375,351,4,,,,
0.6959083080291748,0.3125,352,4,,,,
0.6933159828186035,0.4375,353,4,,,,
0.6933801174163818,0.5,354,4,,,,
0.6915369629859924,0.5625,355,4,,,,
0.6932142972946167,0.5,356,4,,,,
0.7003234624862671,0.3125,357,4,,,,
0.6981028318405151,0.375,358,4,,,,
0.691162109375,0.5625,359,4,,,,
0.696320116519928,0.4375,360,4,,,,
0.6904663443565369,0.5625,361,4,,,,
0.7006232738494873,0.375,362,4,,,,
0.7013859152793884,0.375,363,4,,,,
0.6901469826698303,0.5625,364,4,,,,
0.6937273144721985,0.5,365,4,,,,
0.6931835412979126,0.5,366,4,,,,
0.7004122138023376,0.375,367,4,,,,
0.6936521530151367,0.5,368,4,,,,
0.6912272572517395,0.5625,369,4,,,,
0.6933557987213135,0.5,370,4,,,,
0.6969553828239441,0.375,371,4,,,,
0.6913570761680603,0.5625,372,4,,,,
0.692324161529541,0.5625,373,4,,,,
0.6937987804412842,0.3125,374,4,,,,
0.6930747032165527,0.5,375,4,,,,
0.6942103505134583,0.375,376,4,,,,
0.6934739351272583,0.4375,377,4,,,,
0.6930301189422607,0.5625,378,4,,,,
0.6929373741149902,0.625,379,4,,,,
0.6932742595672607,0.5,380,4,,,,
0.6943384408950806,0.375,381,4,,,,
0.69297856092453,0.5625,382,4,,,,
0.6934882998466492,0.5,383,4,,,,
0.6931296586990356,0.5,384,4,,,,
0.693304717540741,0.4375,385,4,,,,
0.6910987496376038,0.6875,386,4,,,,
0.686695396900177,0.75,387,4,,,,
0.699073314666748,0.375,388,4,,,,
0.6982595324516296,0.4285714328289032,389,4,,,,
,,389,4,0.6952195763587952,0.4856630861759186,,
0.6940116286277771,0.5,390,5,,,,
0.6996796131134033,0.4375,391,5,,,,
0.7005929350852966,0.4375,392,5,,,,
0.6806241273880005,0.625,393,5,,,,
0.7035086154937744,0.4375,394,5,,,,
0.7209721207618713,0.3125,395,5,,,,
0.7127338647842407,0.375,396,5,,,,
0.7032470703125,0.4375,397,5,,,,
0.7020673751831055,0.4375,398,5,,,,
0.694167971611023,0.5,399,5,,,,
0.688869059085846,0.5625,400,5,,,,
0.7069149017333984,0.3125,401,5,,,,
0.7007047533988953,0.375,402,5,,,,
0.6933201551437378,0.5,403,5,,,,
0.6908879280090332,0.5625,404,5,,,,
0.6963622570037842,0.375,405,5,,,,
0.6925339698791504,0.5625,406,5,,,,
0.6928256154060364,0.5625,407,5,,,,
0.6932163834571838,0.5,408,5,,,,
0.6925430297851562,0.6875,409,5,,,,
0.6920517086982727,0.5625,410,5,,,,
0.6930760145187378,0.5,411,5,,,,
0.687919020652771,0.625,412,5,,,,
0.6968011856079102,0.4375,413,5,,,,
0.6819124817848206,0.6875,414,5,,,,
0.6937520503997803,0.5,415,5,,,,
0.6891048550605774,0.5625,416,5,,,,
0.6831889152526855,0.625,417,5,,,,
0.7001264095306396,0.4375,418,5,,,,
0.6819578409194946,0.625,419,5,,,,
0.6805883646011353,0.625,420,5,,,,
0.6875572204589844,0.5625,421,5,,,,
0.7194887399673462,0.3125,422,5,,,,
0.6714872121810913,0.6875,423,5,,,,
0.6950186491012573,0.5,424,5,,,,
0.6871105432510376,0.5625,425,5,,,,
0.7024214863777161,0.4375,426,5,,,,
0.7025408744812012,0.4375,427,5,,,,
0.7316573858261108,0.1875,428,5,,,,
0.6882041692733765,0.5625,429,5,,,,
0.710353672504425,0.3125,430,5,,,,
0.6933763027191162,0.5,431,5,,,,
0.7035473585128784,0.25,432,5,,,,
0.694821834564209,0.375,433,5,,,,
0.6933092474937439,0.5,434,5,,,,
0.6809942722320557,0.75,435,5,,,,
0.6985645890235901,0.4375,436,5,,,,
0.7123989462852478,0.3125,437,5,,,,
0.6950424909591675,0.5,438,5,,,,
0.6953518390655518,0.5,439,5,,,,
0.6954017877578735,0.5,440,5,,,,
0.7286255359649658,0.25,441,5,,,,
0.6868171691894531,0.5625,442,5,,,,
0.7033858299255371,0.4375,443,5,,,,
0.7186784744262695,0.3125,444,5,,,,
0.6948758363723755,0.5,445,5,,,,
0.7081023454666138,0.375,446,5,,,,
0.6827943921089172,0.625,447,5,,,,
0.6889227628707886,0.5625,448,5,,,,
0.6895455121994019,0.5625,449,5,,,,
0.697382926940918,0.4375,450,5,,,,
0.6929798126220703,0.5,451,5,,,,
0.6934139728546143,0.5,452,5,,,,
0.6895439624786377,0.625,453,5,,,,
0.6930640339851379,0.5,454,5,,,,
0.6946430206298828,0.4375,455,5,,,,
0.692486584186554,0.5625,456,5,,,,
0.6924029588699341,0.5625,457,5,,,,
0.693819522857666,0.4375,458,5,,,,
0.6925694942474365,0.5625,459,5,,,,
0.6933085918426514,0.5,460,5,,,,
0.6930292844772339,0.5,461,5,,,,
0.6982929706573486,0.3125,462,5,,,,
0.6895557641983032,0.625,463,5,,,,
0.6912367343902588,0.5625,464,5,,,,
0.6962937116622925,0.375,465,5,,,,
0.6933261156082153,0.5,466,5,,,,
0.6893187761306763,0.7142857313156128,467,5,,,,
,,467,5,0.6927434206008911,0.4928315281867981,,
0.6898629665374756,0.6875,468,6,,,,
0.6945540904998779,0.4375,469,6,,,,
0.6944029331207275,0.4375,470,6,,,,
0.6904361248016357,0.625,471,6,,,,
0.6946851015090942,0.4375,472,6,,,,
0.6925359964370728,0.5,473,6,,,,
0.6885762214660645,0.75,474,6,,,,
0.6945480108261108,0.4375,475,6,,,,
0.6945195198059082,0.4375,476,6,,,,
0.6948825120925903,0.375,477,6,,,,
0.6939203143119812,0.375,478,6,,,,
0.6931982040405273,0.5,479,6,,,,
0.6907954812049866,0.625,480,6,,,,
0.6829652190208435,0.8125,481,6,,,,
0.6964980959892273,0.4375,482,6,,,,
0.6936719417572021,0.5,483,6,,,,
0.6939530372619629,0.5,484,6,,,,
0.6888254880905151,0.5625,485,6,,,,
0.7275767922401428,0.125,486,6,,,,
0.6940954923629761,0.5,487,6,,,,
0.6994400024414062,0.4375,488,6,,,,
0.703697919845581,0.375,489,6,,,,
0.6975995302200317,0.4375,490,6,,,,
0.7032535076141357,0.3125,491,6,,,,
0.6934224367141724,0.5,492,6,,,,
0.6983723640441895,0.3125,493,6,,,,
0.6932480931282043,0.5,494,6,,,,
0.6915001273155212,0.625,495,6,,,,
0.6925399303436279,0.5625,496,6,,,,
0.6929302215576172,0.5,497,6,,,,
0.6903972029685974,0.6875,498,6,,,,
0.6953451633453369,0.375,499,6,,,,
0.6932309865951538,0.5,500,6,,,,
0.6942464709281921,0.4375,501,6,,,,
0.6885890364646912,0.75,502,6,,,,
0.697674036026001,0.3125,503,6,,,,
0.692847490310669,0.5,504,6,,,,
0.6908119320869446,0.625,505,6,,,,
0.6930383443832397,0.5,506,6,,,,
0.6931460499763489,0.5,507,6,,,,
0.6962167024612427,0.3125,508,6,,,,
0.6920266151428223,0.6875,509,6,,,,
0.6931342482566833,0.5,510,6,,,,
0.6924643516540527,0.5625,511,6,,,,
0.6960476636886597,0.3125,512,6,,,,
0.6955881714820862,0.375,513,6,,,,
0.689931333065033,0.6875,514,6,,,,
0.692947268486023,0.5,515,6,,,,
0.6917539238929749,0.5625,516,6,,,,
0.6887967586517334,0.6875,517,6,,,,
0.6913099884986877,0.5625,518,6,,,,
0.6888347864151001,0.625,519,6,,,,
0.6934792399406433,0.5,520,6,,,,
0.6966362595558167,0.4375,521,6,,,,
0.6933936476707458,0.5,522,6,,,,
0.6938359141349792,0.5,523,6,,,,
0.6979907751083374,0.4375,524,6,,,,
0.6851645112037659,0.625,525,6,,,,
0.6936055421829224,0.5,526,6,,,,
0.7031662464141846,0.375,527,6,,,,
0.6892890930175781,0.5625,528,6,,,,
0.7174249887466431,0.1875,529,6,,,,
0.7080850005149841,0.3125,530,6,,,,
0.693840503692627,0.5,531,6,,,,
0.6977643966674805,0.4375,532,6,,,,
0.6936022043228149,0.5,533,6,,,,
0.6971489191055298,0.4375,534,6,,,,
0.7059745788574219,0.25,535,6,,,,
0.6934434771537781,0.5,536,6,,,,
0.6973231434822083,0.375,537,6,,,,
0.690737247467041,0.625,538,6,,,,
0.6916028261184692,0.625,539,6,,,,
0.6938152313232422,0.375,540,6,,,,
0.6931498646736145,0.5,541,6,,,,
0.6949935555458069,0.375,542,6,,,,
0.6965481638908386,0.3125,543,6,,,,
0.6890183687210083,0.75,544,6,,,,
0.6921777129173279,0.5714285969734192,545,6,,,,
,,545,6,0.6934983730316162,0.48996415734291077,,
0.6919699907302856,0.5625,546,7,,,,
0.6905505061149597,0.625,547,7,,,,
0.6932327747344971,0.5,548,7,,,,
0.701201856136322,0.25,549,7,,,,
0.6914655566215515,0.5625,550,7,,,,
0.6933741569519043,0.5,551,7,,,,
0.6911323070526123,0.5625,552,7,,,,
0.6998059749603271,0.3125,553,7,,,,
0.6953285336494446,0.4375,554,7,,,,
0.6835703253746033,0.75,555,7,,,,
0.690566897392273,0.5625,556,7,,,,
0.700423538684845,0.375,557,7,,,,
0.693508505821228,0.5,558,7,,,,
0.7144851088523865,0.1875,559,7,,,,
0.6735370755195618,0.8125,560,7,,,,
0.6980368494987488,0.4375,561,7,,,,
0.6894948482513428,0.5625,562,7,,,,
0.6842509508132935,0.625,563,7,,,,
0.6837173104286194,0.625,564,7,,,,
0.7047087550163269,0.375,565,7,,,,
0.6887452602386475,0.5625,566,7,,,,
0.7095395922660828,0.3125,567,7,,,,
0.7034749984741211,0.375,568,7,,,,
0.6894129514694214,0.5625,569,7,,,,
0.6937674880027771,0.5,570,7,,,,
0.6996930241584778,0.375,571,7,,,,
0.6980791091918945,0.375,572,7,,,,
0.6898041367530823,0.625,573,7,,,,
0.6939129829406738,0.4375,574,7,,,,
0.6933249235153198,0.5,575,7,,,,
0.6930572986602783,0.625,576,7,,,,
0.6926321983337402,0.5625,577,7,,,,
0.6958588361740112,0.375,578,7,,,,
0.6933379769325256,0.5,579,7,,,,
0.6962196826934814,0.4375,580,7,,,,
0.6995495557785034,0.375,581,7,,,,
0.6903287172317505,0.5625,582,7,,,,
0.6906779408454895,0.5625,583,7,,,,
0.7001851797103882,0.375,584,7,,,,
0.6967496275901794,0.4375,585,7,,,,
0.6903248429298401,0.5625,586,7,,,,
0.6898272037506104,0.5625,587,7,,,,
0.6934878826141357,0.5,588,7,,,,
0.6898679733276367,0.5625,589,7,,,,
0.7011027932167053,0.375,590,7,,,,
0.6976598501205444,0.4375,591,7,,,,
0.701073408126831,0.375,592,7,,,,
0.697374701499939,0.4375,593,7,,,,
0.6974153518676758,0.4375,594,7,,,,
0.6934846639633179,0.5,595,7,,,,
0.6904630661010742,0.5625,596,7,,,,
0.6842020153999329,0.6875,597,7,,,,
0.6937005519866943,0.5,598,7,,,,
0.6834204196929932,0.6875,599,7,,,,
0.6897647380828857,0.5625,600,7,,,,
0.6936118006706238,0.5,601,7,,,,
0.6965333223342896,0.4375,602,7,,,,
0.684594988822937,0.6875,603,7,,,,
0.7023190855979919,0.3125,604,7,,,,
0.698612630367279,0.375,605,7,,,,
0.6877861618995667,0.6875,606,7,,,,
0.6945451498031616,0.4375,607,7,,,,
0.694073498249054,0.4375,608,7,,,,
0.6923516392707825,0.625,609,7,,,,
0.6933037638664246,0.5625,610,7,,,,
0.693332850933075,0.3125,611,7,,,,
0.6930046081542969,0.5,612,7,,,,
0.6932851672172546,0.4375,613,7,,,,
0.6930551528930664,0.5625,614,7,,,,
0.6927362084388733,0.5625,615,7,,,,
0.6930533647537231,0.5,616,7,,,,
0.6941847801208496,0.4375,617,7,,,,
0.6942956447601318,0.4375,618,7,,,,
0.6917499303817749,0.5625,619,7,,,,
0.6943864822387695,0.4375,620,7,,,,
0.6947866678237915,0.4375,621,7,,,,
0.6950956583023071,0.4375,622,7,,,,
0.6992166042327881,0.2857142984867096,623,7,,,,
,,623,7,0.6932319402694702,0.5028674006462097,,
0.6933603286743164,0.5,624,8,,,,
0.6915559768676758,0.5625,625,8,,,,
0.6916275024414062,0.5625,626,8,,,,
0.6901452541351318,0.625,627,8,,,,
0.6947205066680908,0.4375,628,8,,,,
0.6933616399765015,0.5,629,8,,,,
0.6964319348335266,0.375,630,8,,,,
0.6959065198898315,0.375,631,8,,,,
0.6921465992927551,0.5625,632,8,,,,
0.6899420022964478,0.75,633,8,,,,
0.6921635270118713,0.5625,634,8,,,,
0.6952627301216125,0.375,635,8,,,,
0.6942211389541626,0.4375,636,8,,,,
0.6911888122558594,0.6875,637,8,,,,
0.6916181445121765,0.6875,638,8,,,,
